TIME,SIMTIME,CAMERA,GROUNDID,LABEL,X,Y,Z,ERROR
80586,298,334.7390,308.1867,0.0334,---,318.1426,330.6115,0.0358, 68.0095
80636,268,334.7390,308.1867,0.0334,---,329.3096,330.6493,-0.0081, 3.1828
80636,298,334.7390,308.1867,0.0334,---,318.3436,330.6111,0.0358, 4.5855
80686,268,334.7390,308.1867,0.0334,---,329.5519,330.6503,-0.0081, 3.2069
80686,298,334.7390,308.1867,0.0334,---,318.5446,330.6107,0.0358, 64.0327
80736,268,334.7390,308.1867,0.0334,---,329.7943,330.6513,-0.0081, 3.2309
80736,298,334.7390,308.1867,0.0334,---,318.7458,330.6104,0.0358, 62.5615
80786,268,334.7390,308.1867,0.0334,---,330.0366,330.6523,-0.0081, 3.0403
80786,298,334.7390,308.1867,0.0334,---,318.9471,330.6100,0.0358, 5.1663
80836,268,334.7390,308.1867,0.0334,---,330.2789,330.6533,-0.0081, 112.2439
80836,298,334.7390,308.1867,0.0334,---,319.1484,330.6097,0.0358, 193.1739
80886,298,334.7390,308.1867,0.0334,---,319.3498,330.6093,0.0358, 189.6767
80886,268,334.7390,308.1867,0.0334,---,330.5212,330.6542,-0.0081, 2.6263
80936,268,334.7390,308.1867,0.0334,---,330.7636,330.6552,-0.0081, 116.1364
80936,298,334.7390,308.1867,0.0334,---,319.5512,330.6090,0.0358, 186.3843
80986,268,334.7390,308.1867,0.0334,---,331.0059,330.6561,-0.0081, 3.1109
80986,298,334.7390,308.1867,0.0334,---,319.7527,330.6086,0.0358, 187.8134
81036,268,334.7390,308.1867,0.0334,---,331.2483,330.6570,-0.0081, 3.1354
81036,298,334.7390,308.1867,0.0334,---,319.9543,330.6083,0.0358, 193.5459
81086,268,334.7390,308.1867,0.0334,---,331.4908,330.6578,-0.0081, 2.4670
81086,298,334.7390,308.1867,0.0334,---,320.1559,330.6079,0.0358, 184.7309
81136,268,334.7390,308.1867,0.0334,---,331.7332,330.6588,-0.0081, 3.1839
81136,298,334.7390,308.1867,0.0334,---,320.3577,330.6076,0.0358, 181.5340
81186,268,334.7390,308.1867,0.0334,---,331.9757,330.6596,-0.0081, 3.2082
81186,298,334.7390,308.1867,0.0334,---,320.5604,330.6072,0.0358, 183.8329
81236,268,334.7390,308.1867,0.0334,---,332.2182,330.6604,-0.0081, 3.2325
81236,298,334.7390,308.1867,0.0334,---,320.7650,330.6069,0.0357, 1000000.0000
81286,268,334.7390,308.1867,0.0334,---,332.4606,330.6611,-0.0081, 3.2569
81286,298,334.7390,308.1867,0.0334,---,320.9720,330.6065,0.0357, 1000000.0000
81336,268,334.7390,308.1867,0.0334,---,332.7031,330.6619,-0.0081, 3.2819
81336,298,334.7390,308.1867,0.0334,---,321.1816,330.6061,0.0357, 1000000.0000
81386,268,334.7390,308.1867,0.0334,---,332.9455,330.6627,-0.0081, 3.3067
81386,298,334.7390,308.1867,0.0334,---,321.3939,330.6058,0.0357, 1000000.0000
81386,317,334.7390,308.1867,0.0334,---,310.6957,330.6928,0.0358, 1000000.0000
81436,268,334.7390,308.1867,0.0334,---,333.1880,330.6634,-0.0081, 2.6126
81436,298,334.7390,308.1867,0.0334,---,321.6089,330.6054,0.0356, 1000000.0000
81436,317,334.7390,308.1867,0.0334,---,310.8684,330.6932,0.0358, 1000000.0000
81486,268,334.7390,308.1867,0.0334,---,333.4305,330.6640,-0.0081, 2.6334
81486,298,334.7390,308.1867,0.0334,---,321.8264,330.6051,0.0356, 1000000.0000
81486,317,334.7390,308.1867,0.0334,---,311.0425,330.6936,0.0357, 1000000.0000
81536,268,334.7390,308.1867,0.0334,---,333.6731,330.6646,-0.0081, 2.0539
81536,298,334.7390,308.1867,0.0334,---,322.0462,330.6047,0.0356, 1000000.0000
81536,317,334.7390,308.1867,0.0334,---,311.2180,330.6939,0.0357, 1000000.0000
81586,268,334.7390,308.1867,0.0334,---,333.9156,330.6653,-0.0081, 2.0709
81586,317,334.7390,308.1867,0.0334,---,311.3950,330.6942,0.0357, 4.4846
81586,298,334.7390,308.1867,0.0334,---,322.2681,330.6044,0.0356, 1000000.0000
81636,268,334.7390,308.1867,0.0334,---,334.1582,330.6659,-0.0081, 2.0879
81636,298,334.7390,308.1867,0.0334,---,322.4920,330.6040,0.0356, 1000000.0000
81636,317,334.7390,308.1867,0.0334,---,311.5735,330.6946,0.0357, 1000000.0000
81686,268,334.7390,308.1867,0.0334,---,334.4008,330.6665,-0.0081, 2.1055
81686,317,334.7390,308.1867,0.0334,---,311.7536,330.6949,0.0357, 5.4665
81686,298,334.7390,308.1867,0.0334,---,322.7176,330.6037,0.0356, 1000000.0000
81736,268,334.7390,308.1867,0.0334,---,334.6434,330.6671,-0.0081, 1.6968
81736,317,334.7390,308.1867,0.0334,---,311.9352,330.6951,0.0357, 4.9833
81736,298,334.7390,308.1867,0.0334,---,322.9447,330.6033,0.0357, 1000000.0000
81786,268,334.7390,308.1867,0.0334,---,334.8860,330.6676,-0.0081, 2.1896
81786,317,334.7390,308.1867,0.0334,---,312.1183,330.6953,0.0357, 4.8190
81786,298,334.7390,308.1867,0.0334,---,323.1731,330.6030,0.0357, 1000000.0000
81836,268,334.7390,308.1867,0.0334,---,335.1285,330.6681,-0.0081, 2.2008
81836,317,334.7390,308.1867,0.0334,---,312.3026,330.6955,0.0357, 5.3653
81836,298,334.7390,308.1867,0.0334,---,323.4028,330.6026,0.0357, 1000000.0000
81886,268,334.7390,308.1867,0.0334,---,335.3711,330.6686,-0.0081, 2.1848
81886,317,334.7390,308.1867,0.0334,---,312.4883,330.6956,0.0357, 5.0038
81886,298,334.7390,308.1867,0.0334,---,323.6335,330.6023,0.0357, 1000000.0000
81936,268,334.7390,308.1867,0.0334,---,335.6137,330.6691,-0.0081, 2.1422
81936,317,334.7390,308.1867,0.0334,---,312.6751,330.6957,0.0357, 4.8212
81936,298,334.7390,308.1867,0.0334,---,323.8651,330.6019,0.0357, 1000000.0000
81986,268,334.7390,308.1867,0.0334,---,335.8563,330.6695,-0.0081, 2.1264
81986,317,334.7390,308.1867,0.0334,---,312.8630,330.6958,0.0357, 4.5192
81986,298,334.7390,308.1867,0.0334,---,324.0975,330.6016,0.0357, 1000000.0000
82036,298,334.7390,308.1867,0.0334,---,324.3307,330.6012,0.0357, 112.7144
82036,268,334.7390,308.1867,0.0334,---,336.0990,330.6699,-0.0081, 2.7500
82036,317,334.7390,308.1867,0.0334,---,313.0520,330.6959,0.0357, 4.7803
82086,298,334.7390,308.1867,0.0334,---,324.5644,330.6009,0.0357, 111.7662
82086,317,334.7390,308.1867,0.0334,---,313.2418,330.6960,0.0357, 4.9917
82086,268,334.7390,308.1867,0.0334,---,336.3417,330.6703,-0.0081, 2.7311
82136,298,334.7390,308.1867,0.0334,---,324.7987,330.6005,0.0357, 106.8755
82136,268,334.7390,308.1867,0.0334,---,336.5844,330.6707,-0.0081, 2.7123
82136,317,334.7390,308.1867,0.0334,---,313.4325,330.6959,0.0357, 5.4757
82186,298,334.7390,308.1867,0.0334,---,325.0335,330.6002,0.0357, 108.0455
82186,317,334.7390,308.1867,0.0334,---,313.6240,330.6959,0.0357, 4.4771
82186,268,334.7390,308.1867,0.0334,---,336.8271,330.6711,-0.0081, 2.6934
82236,268,334.7390,308.1867,0.0334,---,337.0698,330.6714,-0.0081, 2.6746
82236,298,334.7390,308.1867,0.0334,---,325.2688,330.5997,0.0357, 105.2206
82236,317,334.7390,308.1867,0.0334,---,313.8162,330.6959,0.0357, 4.6953
82286,268,334.7390,308.1867,0.0334,---,337.3124,330.6717,-0.0081, 2.6559
82286,317,334.7390,308.1867,0.0334,---,314.0090,330.6958,0.0357, 5.7479
82286,298,334.7390,308.1867,0.0334,---,325.5043,330.5992,0.0357, 65.1373
82336,317,334.7390,308.1867,0.0334,---,314.2024,330.6956,0.0357, 4.1895
82336,268,334.7390,308.1867,0.0334,---,337.5551,330.6720,-0.0081, 2.6373
82336,298,334.7390,308.1867,0.0334,---,325.7403,330.5984,0.0357, 250.0170
82386,268,334.7390,308.1867,0.0334,---,337.7979,330.6723,-0.0081, 2.5918
82386,317,334.7390,308.1867,0.0334,---,314.3964,330.6955,0.0357, 4.3706
82386,298,334.7390,308.1867,0.0334,---,325.9765,330.5970,0.0358, 246.7762
82436,268,334.7390,308.1867,0.0334,---,338.0405,330.6725,-0.0081, 2.5732
82436,298,334.7390,308.1867,0.0334,---,326.2129,330.5942,0.0358, 243.9722
82436,317,334.7390,308.1867,0.0334,---,314.5908,330.6953,0.0357, 4.5787
82486,298,334.7390,308.1867,0.0334,---,326.4495,330.5901,0.0358, 241.0111
82486,317,334.7390,308.1867,0.0334,---,314.7857,330.6952,0.0357, 4.7926
82486,268,334.7390,308.1867,0.0334,---,338.2832,330.6727,-0.0081, 2.5818
82536,298,334.7390,308.1867,0.0334,---,326.6862,330.5846,0.0358, 238.1599
82536,317,334.7390,308.1867,0.0334,---,314.9810,330.6949,0.0357, 5.0082
82536,268,334.7390,308.1867,0.0334,---,338.5260,330.6729,-0.0081, 2.5635
82586,298,334.7390,308.1867,0.0334,---,326.9229,330.5764,0.0358, 235.3459
82586,317,334.7390,308.1867,0.0334,---,315.1767,330.6948,0.0358, 106.4547
82586,268,334.7390,308.1867,0.0334,---,338.7688,330.6730,-0.0081, 2.5455
82636,298,334.7390,308.1867,0.0334,---,327.1596,330.5657,0.0358, 232.6190
82636,317,334.7390,308.1867,0.0334,---,315.3727,330.6945,0.0358, 103.4211
82636,268,334.7390,308.1867,0.0334,---,339.0116,330.6732,-0.0081, 2.5005
82686,298,334.7390,308.1867,0.0334,---,327.3960,330.5512,0.0358, 229.7215
82686,317,334.7390,308.1867,0.0334,---,315.5701,330.6942,0.0357, 100.4458
82686,268,334.7390,308.1867,0.0334,---,339.2544,330.6733,-0.0081, 3.1995
82736,317,334.7390,308.1867,0.0334,---,315.7697,330.6939,0.0357, 4.8522
82736,298,334.7390,308.1867,0.0334,---,327.6322,330.5338,0.0358, 227.1203
82736,268,334.7390,308.1867,0.0334,---,339.4972,330.6734,-0.0081, 3.1781
82786,298,334.7390,308.1867,0.0334,---,327.8683,330.5134,0.0358, 224.4140
82786,317,334.7390,308.1867,0.0334,---,315.9720,330.6936,0.0357, 94.6760
82786,268,334.7390,308.1867,0.0334,---,339.7400,330.6735,-0.0081, 3.1567
82836,298,334.7390,308.1867,0.0334,---,328.1035,330.4879,0.0358, 221.6769
82836,268,334.7390,308.1867,0.0334,---,339.9828,330.6735,-0.0081, 3.1355
82836,317,334.7390,308.1867,0.0334,---,316.1772,330.6932,0.0357, 4.2530
82886,298,334.7390,308.1867,0.0334,---,328.3382,330.4587,0.0358, 218.9121
82886,268,334.7390,308.1867,0.0334,---,340.2256,330.6736,-0.0081, 3.0871
82886,317,334.7390,308.1867,0.0334,---,316.3857,330.6928,0.0356, 5.5638
82936,268,334.7390,308.1867,0.0334,---,340.4685,330.6736,-0.0081, 3.0660
82936,298,334.7390,308.1867,0.0334,---,328.5726,330.4261,0.0358, 216.2014
82936,317,334.7390,308.1867,0.0334,---,316.5972,330.6923,0.0356, 4.7136
82986,268,334.7390,308.1867,0.0334,---,340.7113,330.6736,-0.0081, 3.0720
82986,298,334.7390,308.1867,0.0334,---,328.8057,330.3876,0.0358, 213.4956
82986,317,334.7390,308.1867,0.0334,---,316.8116,330.6920,0.0356, 83.7837
83036,317,334.7390,308.1867,0.0334,---,317.0286,330.6915,0.0356, 4.8137
83036,268,334.7390,308.1867,0.0334,---,340.9541,330.6736,-0.0081, 3.0514
83036,298,334.7390,308.1867,0.0334,---,329.0380,330.3449,0.0358, 74.4338
83086,268,334.7390,308.1867,0.0334,---,341.1970,330.6735,-0.0081, 3.0035
83086,317,334.7390,308.1867,0.0334,---,317.2481,330.6911,0.0356, 78.3359
83086,298,334.7390,308.1867,0.0334,---,329.2697,330.2988,0.0358, 109.3181
83136,268,334.7390,308.1867,0.0334,---,341.4399,330.6734,-0.0081, 2.9827
83136,317,334.7390,308.1867,0.0334,---,317.4698,330.6906,0.0356, 4.2632
83136,298,334.7390,308.1867,0.0334,---,329.5007,330.2487,0.0358, 75.4423
83186,268,334.7390,308.1867,0.0334,---,341.6828,330.6734,-0.0081, 2.9628
83186,298,334.7390,308.1867,0.0334,---,329.7308,330.1944,0.0358, 69.7053
83186,317,334.7390,308.1867,0.0334,---,317.6935,330.6900,0.0356, 5.3182
83236,268,334.7390,308.1867,0.0334,---,341.9258,330.6733,-0.0081, 2.9692
83236,298,334.7390,308.1867,0.0334,---,329.9596,330.1354,0.0358, 113.0044
83236,317,334.7390,308.1867,0.0334,---,317.9190,330.6895,0.0356, 85.8006
83286,268,334.7390,308.1867,0.0334,---,342.1687,330.6732,-0.0081, 2.9220
83286,298,334.7390,308.1867,0.0334,---,330.1872,330.0719,0.0358, 4.2661
83286,317,334.7390,308.1867,0.0334,---,318.1461,330.6889,0.0356, 79.9804
83336,268,334.7390,308.1867,0.0334,---,342.4116,330.6732,-0.0081, 3.6701
83336,298,334.7390,308.1867,0.0334,---,330.4134,330.0038,0.0358, 4.1699
83336,317,334.7390,308.1867,0.0334,---,318.3745,330.6884,0.0357, 4.6087
83386,268,334.7390,308.1867,0.0334,---,342.6546,330.6730,-0.0081, 2.8817
83386,298,334.7390,308.1867,0.0334,---,330.6382,329.9312,0.0358, 96.4670
83386,317,334.7390,308.1867,0.0334,---,318.6041,330.6878,0.0357, 77.3067
83436,268,334.7390,308.1867,0.0334,---,342.8975,330.6728,-0.0081, 2.8392
83436,298,334.7390,308.1867,0.0334,---,330.8615,329.8541,0.0358, 104.3534
83436,317,334.7390,308.1867,0.0334,---,318.8348,330.6872,0.0357, 72.3681
83486,268,334.7390,308.1867,0.0334,---,343.1404,330.6726,-0.0081, 3.5988
83486,298,334.7390,308.1867,0.0334,---,331.0831,329.7724,0.0358, 3.7214
83486,317,334.7390,308.1867,0.0334,---,319.0664,330.6866,0.0357, 1000000.0000
83536,268,334.7390,308.1867,0.0334,---,343.3834,330.6723,-0.0081, 3.7630
83536,317,334.7390,308.1867,0.0334,---,319.2989,330.6859,0.0357, 192.2104
83536,298,334.7390,308.1867,0.0334,---,331.3029,329.6861,0.0358, 4.2571
83586,268,334.7390,308.1867,0.0334,---,343.6263,330.6721,-0.0081, 2.8010
83586,298,334.7390,308.1867,0.0334,---,331.5210,329.5953,0.0358, 4.0759
83586,317,334.7390,308.1867,0.0334,---,319.5304,330.6852,0.0357, 1000000.0000
83636,268,334.7390,308.1867,0.0334,---,343.8693,330.6719,-0.0081, 3.7171
83636,298,334.7390,308.1867,0.0334,---,331.7372,329.5000,0.0358, 4.6232
83636,317,334.7390,308.1867,0.0334,---,319.7576,330.6846,0.0358, 1000000.0000
83686,298,334.7390,308.1867,0.0334,---,331.9532,329.4032,0.0358, 4.4269
83686,268,334.7390,308.1867,0.0334,---,344.1124,330.6718,-0.0081, 2.7621
83686,317,334.7390,308.1867,0.0334,---,319.9802,330.6839,0.0359, 1000000.0000
83736,268,334.7390,308.1867,0.0334,---,344.3554,330.6715,-0.0081, 3.4831
83736,298,334.7390,308.1867,0.0334,---,332.1671,329.3019,0.0358, 5.0115
83736,317,334.7390,308.1867,0.0334,---,320.1991,330.6832,0.0359, 1000000.0000
83786,268,334.7390,308.1867,0.0334,---,344.5985,330.6712,-0.0081, 2.7017
83786,298,334.7390,308.1867,0.0334,---,332.3775,329.1948,0.0358, 4.7964
83786,317,334.7390,308.1867,0.0334,---,320.4147,330.6825,0.0360, 1000000.0000
83836,298,334.7390,308.1867,0.0334,---,332.5849,329.0824,0.0358, 4.5905
83836,268,334.7390,308.1867,0.0334,---,344.8415,330.6709,-0.0081, 3.4378
83836,317,334.7390,308.1867,0.0334,---,320.6262,330.6819,0.0360, 1000000.0000
83886,298,334.7390,308.1867,0.0334,---,332.7898,328.9656,0.0358, 5.1663
83886,268,334.7390,308.1867,0.0334,---,345.0846,330.6706,-0.0081, 3.4151
83886,317,334.7390,308.1867,0.0334,---,320.8327,330.6812,0.0360, 1000000.0000
83936,298,334.7390,308.1867,0.0334,---,332.9925,328.8446,0.0358, 4.9115
83936,268,334.7390,308.1867,0.0334,---,345.3276,330.6702,-0.0081, 3.3923
83936,317,334.7390,308.1867,0.0334,---,321.0344,330.6805,0.0360, 1000000.0000
83986,298,334.7390,308.1867,0.0334,---,333.1927,328.7195,0.0358, 4.7453
83986,268,334.7390,308.1867,0.0334,---,345.5706,330.6699,-0.0081, 3.5576
83986,317,334.7390,308.1867,0.0334,---,321.2319,330.6798,0.0360, 1000000.0000
84036,298,334.7390,308.1867,0.0334,---,333.3901,328.5898,0.0358, 4.4619
84036,268,334.7390,308.1867,0.0334,---,345.8137,330.6696,-0.0081, 3.3472
84036,317,334.7390,308.1867,0.0334,---,321.4253,330.6792,0.0361, 1000000.0000
84086,298,334.7390,308.1867,0.0334,---,333.5844,328.4557,0.0358, 4.3637
84086,268,334.7390,308.1867,0.0334,---,346.0568,330.6693,-0.0081, 3.3253
84086,317,334.7390,308.1867,0.0334,---,321.6148,330.6785,0.0361, 1000000.0000
84136,298,334.7390,308.1867,0.0334,---,333.7756,328.3173,0.0358, 4.3562
84136,268,334.7390,308.1867,0.0334,---,346.2998,330.6689,-0.0081, 3.3030
84136,317,334.7390,308.1867,0.0334,---,321.8004,330.6779,0.0360, 1000000.0000
84186,298,334.7390,308.1867,0.0334,---,333.9637,328.1747,0.0358, 3.5345
84186,268,334.7390,308.1867,0.0334,---,346.5430,330.6686,-0.0081, 3.2813
84186,317,334.7390,308.1867,0.0334,---,321.9823,330.6772,0.0360, 1000000.0000
84236,298,334.7390,308.1867,0.0334,---,334.1487,328.0278,0.0358, 3.9804
84236,268,334.7390,308.1867,0.0334,---,346.7861,330.6682,-0.0081, 3.4475
84236,317,334.7390,308.1867,0.0334,---,322.1604,330.6765,0.0360, 1000000.0000
84286,298,334.7390,308.1867,0.0334,---,334.3303,327.8769,0.0358, 4.4736
84286,268,334.7390,308.1867,0.0334,---,347.0293,330.6677,-0.0081, 3.2374
84286,317,334.7390,308.1867,0.0334,---,322.3349,330.6758,0.0360, 1000000.0000
84336,298,334.7390,308.1867,0.0334,---,334.5084,327.7219,0.0358, 4.9893
84336,268,334.7390,308.1867,0.0334,---,347.2725,330.6673,-0.0081, 3.2433
84336,317,334.7390,308.1867,0.0334,---,322.5059,330.6751,0.0360, 1000000.0000
84386,268,334.7390,308.1867,0.0334,---,347.5156,330.6669,-0.0081, 3.1946
84386,298,334.7390,308.1867,0.0334,---,334.6830,327.5629,0.0358, 3.9754
84386,317,334.7390,308.1867,0.0334,---,322.6732,330.6745,0.0360, 1000000.0000
84436,298,334.7390,308.1867,0.0334,---,334.8540,327.3999,0.0358, 4.4272
84436,268,334.7390,308.1867,0.0334,---,347.7588,330.6664,-0.0081, 3.2000
84436,317,334.7390,308.1867,0.0334,---,322.8372,330.6738,0.0360, 1000000.0000
84486,298,334.7390,308.1867,0.0334,---,335.0212,327.2331,0.0358, 5.0128
84486,268,334.7390,308.1867,0.0334,---,348.0020,330.6660,-0.0081, 3.1786
84486,317,334.7390,308.1867,0.0334,---,322.9977,330.6731,0.0360, 1000000.0000
84536,298,334.7390,308.1867,0.0334,---,335.1845,327.0625,0.0358, 5.5266
84536,268,334.7390,308.1867,0.0334,---,348.2451,330.6655,-0.0081, 3.1302
84536,317,334.7390,308.1867,0.0334,---,323.1547,330.6725,0.0360, 1000000.0000
84586,298,334.7390,308.1867,0.0334,---,335.3438,326.8882,0.0358, 4.0165
84586,268,334.7390,308.1867,0.0334,---,348.4883,330.6651,-0.0081, 3.1090
84586,317,334.7390,308.1867,0.0334,---,323.3082,330.6718,0.0360, 1000000.0000
84636,268,334.7390,308.1867,0.0334,---,348.7314,330.6646,-0.0081, 3.0663
84636,298,334.7390,308.1867,0.0334,---,335.4991,326.7103,0.0358, 4.1203
84636,317,334.7390,308.1867,0.0334,---,323.4583,330.6711,0.0360, 1000000.0000
84686,298,334.7390,308.1867,0.0334,---,335.6503,326.5288,0.0358, 4.5932
84686,268,334.7390,308.1867,0.0334,---,348.9746,330.6642,-0.0081, 4.0538
84686,317,334.7390,308.1867,0.0334,---,323.6060,330.6704,0.0360, 1000000.0000
84736,298,334.7390,308.1867,0.0334,---,335.7973,326.3439,0.0358, 4.9870
84736,268,334.7390,308.1867,0.0334,---,349.2179,330.6638,-0.0081, 3.0463
84736,317,334.7390,308.1867,0.0334,---,323.7532,330.6698,0.0360, 1000000.0000
84786,298,334.7390,308.1867,0.0334,---,335.9400,326.1557,0.0358, 5.4261
84786,268,334.7390,308.1867,0.0334,---,349.4612,330.6633,-0.0081, 4.0065
84786,317,334.7390,308.1867,0.0334,---,323.9016,330.6691,0.0359, 1000000.0000
84836,268,334.7390,308.1867,0.0334,---,349.7045,330.6628,-0.0081, 3.0053
84836,298,334.7390,308.1867,0.0334,---,336.0748,325.9630,0.0359, 4.0649
84836,317,334.7390,308.1867,0.0334,---,324.0527,330.6684,0.0358, 1000000.0000
84886,298,334.7390,308.1867,0.0334,---,336.2048,325.7670,0.0359, 4.1825
84886,317,334.7390,308.1867,0.0334,---,324.2073,330.6676,0.0358, 115.1055
84886,268,334.7390,308.1867,0.0334,---,349.9478,330.6622,-0.0081, 3.0116
84936,298,334.7390,308.1867,0.0334,---,336.3319,325.5686,0.0358, 4.4890
84936,317,334.7390,308.1867,0.0334,---,324.3658,330.6668,0.0357, 111.5463
84936,268,334.7390,308.1867,0.0334,---,350.1910,330.6617,-0.0081, 2.9643
84986,298,334.7390,308.1867,0.0334,---,336.4558,325.3674,0.0358, 4.7221
84986,317,334.7390,308.1867,0.0334,---,324.5284,330.6660,0.0356, 114.9364
84986,268,334.7390,308.1867,0.0334,---,350.4343,330.6611,-0.0081, 2.9441
85036,298,334.7390,308.1867,0.0334,---,336.5748,325.1634,0.0358, 4.8923
85036,317,334.7390,308.1867,0.0334,---,324.6953,330.6652,0.0356, 111.6066
85036,268,334.7390,308.1867,0.0334,---,350.6776,330.6606,-0.0081, 4.4356
85086,298,334.7390,308.1867,0.0334,---,336.6885,324.9565,0.0358, 5.0076
85086,268,334.7390,308.1867,0.0334,---,350.9209,330.6599,-0.0081, 3.8634
85086,317,334.7390,308.1867,0.0334,---,324.8665,330.6644,0.0356, 109.2673
85136,298,334.7390,308.1867,0.0334,---,336.7990,324.7473,0.0358, 5.3085
85136,268,334.7390,308.1867,0.0334,---,351.1642,330.6594,-0.0081, 4.3316
85136,317,334.7390,308.1867,0.0334,---,325.0416,330.6636,0.0356, 108.8878
85186,298,334.7390,308.1867,0.0334,---,336.9066,324.5361,0.0358, 5.4991
85186,268,334.7390,308.1867,0.0334,---,351.4074,330.6588,-0.0081, 4.3580
85186,317,334.7390,308.1867,0.0334,---,325.2199,330.6628,0.0356, 106.6134
85236,298,334.7390,308.1867,0.0334,---,337.0109,324.3230,0.0358, 4.3531
85236,268,334.7390,308.1867,0.0334,---,351.6508,330.6582,-0.0081, 4.3331
85236,317,334.7390,308.1867,0.0334,---,325.4008,330.6620,0.0356, 103.7449
85286,298,334.7390,308.1867,0.0334,---,337.1112,324.1079,0.0358, 4.5014
85286,268,334.7390,308.1867,0.0334,---,351.8942,330.6577,-0.0081, 4.3052
85286,317,334.7390,308.1867,0.0334,---,325.5836,330.6610,0.0356, 254.4235
85336,298,334.7390,308.1867,0.0334,---,337.2076,323.8909,0.0358, 4.6524
85336,268,334.7390,308.1867,0.0334,---,352.1376,330.6571,-0.0081, 4.2774
85336,317,334.7390,308.1867,0.0334,---,325.7680,330.6601,0.0356, 251.9713
85386,298,334.7390,308.1867,0.0334,---,337.3003,323.6722,0.0358, 4.8315
85386,268,334.7390,308.1867,0.0334,---,352.3810,330.6565,-0.0081, 4.2554
85386,317,334.7390,308.1867,0.0334,---,325.9535,330.6591,0.0356, 1000000.0000
85436,298,334.7390,308.1867,0.0334,---,337.3896,323.4520,0.0358, 4.8850
85436,268,334.7390,308.1867,0.0334,---,352.6244,330.6560,-0.0081, 3.7028
85436,317,334.7390,308.1867,0.0334,---,326.1394,330.6579,0.0357, 246.4784
85486,298,334.7390,308.1867,0.0334,---,337.4755,323.2302,0.0358, 5.0640
85486,268,334.7390,308.1867,0.0334,---,352.8678,330.6554,-0.0081, 4.2002
85486,317,334.7390,308.1867,0.0334,---,326.3253,330.6562,0.0357, 1000000.0000
85536,298,334.7390,308.1867,0.0334,---,337.5581,323.0071,0.0358, 5.1312
85536,317,334.7390,308.1867,0.0334,---,326.5107,330.6542,0.0357, 241.9594
85536,268,334.7390,308.1867,0.0334,---,353.1112,330.6548,-0.0081, 4.1261
85586,298,334.7390,308.1867,0.0334,---,337.6372,322.7826,0.0358, 5.2587
85586,317,334.7390,308.1867,0.0334,---,326.6954,330.6515,0.0358, 239.7961
85586,268,334.7390,308.1867,0.0334,---,353.3546,330.6542,-0.0081, 3.6366
85636,298,334.7390,308.1867,0.0334,---,337.7131,322.5570,0.0358, 5.3624
85636,268,334.7390,308.1867,0.0334,---,353.5980,330.6537,-0.0081, 4.0758
85636,317,334.7390,308.1867,0.0334,---,326.8792,330.6485,0.0358, 1000000.0000
85686,298,334.7390,308.1867,0.0334,---,337.7841,322.3300,0.0358, 5.6570
85686,317,334.7390,308.1867,0.0334,---,327.0619,330.6450,0.0358, 235.6308
85686,268,334.7390,308.1867,0.0334,---,353.8414,330.6531,-0.0081, 3.4038
85736,298,334.7390,308.1867,0.0334,---,337.8521,322.1020,0.0358, 5.6760
85736,317,334.7390,308.1867,0.0334,---,327.2432,330.6403,0.0358, 233.6567
85736,268,334.7390,308.1867,0.0334,---,354.0848,330.6525,-0.0081, 3.4103
85786,298,334.7390,308.1867,0.0334,---,337.9177,321.8730,0.0358, 5.9539
85786,317,334.7390,308.1867,0.0334,---,327.4230,330.6342,0.0358, 231.9201
85786,268,334.7390,308.1867,0.0334,---,354.3283,330.6519,-0.0081, 3.5482
85836,298,334.7390,308.1867,0.0334,---,337.9808,321.6431,0.0358, 4.6844
85836,268,334.7390,308.1867,0.0334,---,354.5718,330.6514,-0.0081, 3.5276
85836,317,334.7390,308.1867,0.0334,---,327.6009,330.6265,0.0359, 229.8458
85886,298,334.7390,308.1867,0.0334,---,338.0413,321.4124,0.0358, 4.8107
85886,317,334.7390,308.1867,0.0334,---,327.7769,330.6181,0.0359, 228.1739
85886,268,334.7390,308.1867,0.0334,---,354.8153,330.6508,-0.0081, 3.4573
85936,298,334.7390,308.1867,0.0334,---,338.0990,321.1810,0.0358, 4.9354
85936,317,334.7390,308.1867,0.0334,---,327.9513,330.6089,0.0359, 226.3788
85936,268,334.7390,308.1867,0.0334,---,355.0588,330.6502,-0.0081, 3.9287
85986,298,334.7390,308.1867,0.0334,---,338.1539,320.9488,0.0358, 5.0511
85986,317,334.7390,308.1867,0.0334,---,328.1242,330.5974,0.0359, 224.3785
85986,268,334.7390,308.1867,0.0334,---,355.3023,330.6496,-0.0081, 3.5157
86036,298,334.7390,308.1867,0.0334,---,338.2062,320.7160,0.0358, 5.0285
86036,317,334.7390,308.1867,0.0334,---,328.2959,330.5848,0.0359, 222.6702
86036,268,334.7390,308.1867,0.0334,---,355.5458,330.6490,-0.0081, 78.0665
86086,298,334.7390,308.1867,0.0334,---,338.2561,320.4825,0.0358, 5.1100
86086,317,334.7390,308.1867,0.0334,---,328.4660,330.5698,0.0359, 221.1440
86086,268,334.7390,308.1867,0.0334,---,355.7894,330.6485,-0.0081, 3.2598
86136,298,334.7390,308.1867,0.0334,---,338.3036,320.2486,0.0358, 5.2169
86136,317,334.7390,308.1867,0.0334,---,328.6349,330.5536,0.0359, 219.2541
86136,268,334.7390,308.1867,0.0334,---,356.0329,330.6479,-0.0081, 84.1206
