TIME,SIMTIME,CAMERA,GROUNDID,LABEL,X,Y,Z,ERROR
65886,281,334.7013,258.9638,0.0334,---,338.8718,275.1458,-0.0117, 5.0543
65886,275,334.7013,258.9638,0.0334,---,338.8681,288.2874,-0.0055, 4.3882
65886,335,334.7013,258.9638,0.0334,---,338.4621,311.9779,-0.0021, 7.2892
65936,281,334.7010,259.1967,0.0334,---,338.8710,274.9128,-0.0117, 5.1246
65936,275,334.7010,259.1967,0.0334,---,338.8718,288.0411,-0.0055, 4.4712
65936,335,334.7010,259.1967,0.0334,---,338.4603,311.7434,-0.0021, 1000000.0000
65986,281,334.7008,259.4296,0.0334,---,338.8702,274.6797,-0.0117, 4.6043
65986,275,334.7008,259.4296,0.0334,---,338.8753,287.7948,-0.0055, 4.5109
65986,335,334.7008,259.4296,0.0334,---,338.4591,311.5089,-0.0021, 7.8842
66036,281,334.7005,259.6625,0.0334,---,338.8694,274.4467,-0.0117, 4.6144
66036,275,334.7005,259.6625,0.0334,---,338.8787,287.5484,-0.0055, 4.5537
66036,335,334.7005,259.6625,0.0334,---,338.4581,311.2743,-0.0021, 7.5614
66086,281,334.7003,259.8954,0.0334,---,338.8687,274.2136,-0.0117, 4.6777
66086,275,334.7003,259.8954,0.0334,---,338.8819,287.3021,-0.0055, 4.8456
66086,335,334.7003,259.8954,0.0334,---,338.4577,311.0398,-0.0021, 7.8677
66136,281,334.7001,260.1284,0.0334,---,338.8679,273.9805,-0.0117, 4.7576
66136,275,334.7001,260.1284,0.0334,---,338.8850,287.0558,-0.0055, 4.5828
66136,335,334.7001,260.1284,0.0334,---,338.4578,310.8053,-0.0021, 7.9635
66186,281,334.7000,260.3613,0.0334,---,338.8671,273.7475,-0.0117, 4.8498
66186,275,334.7000,260.3613,0.0334,---,338.8880,286.8094,-0.0055, 4.6278
66186,335,334.7000,260.3613,0.0334,---,338.4581,310.5707,-0.0021, 8.0620
66236,281,334.6998,260.5943,0.0334,---,338.8663,273.5144,-0.0117, 4.8706
66236,275,334.6998,260.5943,0.0334,---,338.8908,286.5631,-0.0055, 4.6732
66236,335,334.6998,260.5943,0.0334,---,338.4589,310.3362,-0.0021, 8.1592
66286,281,334.6997,260.8273,0.0334,---,338.8655,273.2812,-0.0117, 4.9518
66286,335,334.6997,260.8273,0.0334,---,338.4600,310.1016,-0.0021, 8.0372
66286,275,334.6997,260.8273,0.0334,---,338.8935,286.3168,-0.0055, 4.9179
66336,281,334.6996,261.0602,0.0334,---,338.8647,273.0481,-0.0117, 5.0284
66336,275,334.6996,261.0602,0.0334,---,338.8961,286.0705,-0.0055, 4.7099
66336,335,334.6996,261.0602,0.0334,---,338.4613,309.8671,-0.0021, 7.7977
66386,281,334.6994,261.2932,0.0334,---,338.8639,272.8149,-0.0117, 5.1369
66386,275,334.6994,261.2932,0.0334,---,338.8985,285.8242,-0.0055, 4.9598
66386,335,334.6994,261.2932,0.0334,---,338.4631,309.6325,-0.0021, 7.7604
66436,281,334.6993,261.5262,0.0334,---,338.8630,272.5818,-0.0117, 4.8274
66436,335,334.6993,261.5262,0.0334,---,338.4652,309.3980,-0.0021, 7.8600
66436,275,334.6993,261.5262,0.0334,---,338.9007,285.5778,-0.0055, 4.7505
66486,281,334.6992,261.7592,0.0334,---,338.8622,272.3487,-0.0117, 4.9228
66486,275,334.6992,261.7592,0.0334,---,338.9028,285.3315,-0.0055, 4.5841
66486,335,334.6992,261.7592,0.0334,---,338.4674,309.1634,-0.0021, 7.4956
66536,281,334.6991,261.9921,0.0334,---,338.8613,272.1154,-0.0117, 5.0130
66536,275,334.6991,261.9921,0.0334,---,338.9048,285.0852,-0.0055, 4.6225
66536,335,334.6991,261.9921,0.0334,---,338.4699,308.9289,-0.0021, 7.5952
66586,281,334.6989,262.2251,0.0334,---,338.8605,271.8823,-0.0117, 5.1756
66586,335,334.6989,262.2251,0.0334,---,338.4728,308.6943,-0.0021, 8.0475
66586,275,334.6989,262.2251,0.0334,---,338.9067,284.8388,-0.0055, 4.8974
66636,281,334.6988,262.4581,0.0334,---,338.8597,271.6490,-0.0117, 4.9562
66636,275,334.6988,262.4581,0.0334,---,338.9085,284.5925,-0.0055, 4.9095
66636,335,334.6988,262.4581,0.0334,---,338.4758,308.4597,-0.0021, 7.4757
66686,281,334.6986,262.6910,0.0334,---,338.8588,271.4159,-0.0117, 4.5762
66686,275,334.6986,262.6910,0.0334,---,338.9102,284.3462,-0.0055, 4.6557
66686,335,334.6986,262.6910,0.0334,---,338.4791,308.2252,-0.0021, 7.3879
66736,281,334.6985,262.9240,0.0334,---,338.8580,271.1826,-0.0117, 4.6614
66736,275,334.6985,262.9240,0.0334,---,338.9117,284.0999,-0.0055, 4.6696
66736,335,334.6985,262.9240,0.0334,---,338.4825,307.9907,-0.0021, 1000000.0000
66786,281,334.6984,263.1570,0.0334,---,338.8572,270.9493,-0.0117, 4.7446
66786,335,334.6984,263.1570,0.0334,---,338.4861,307.7561,-0.0021, 7.0444
66786,275,334.6984,263.1570,0.0334,---,338.9131,283.8535,-0.0055, 4.7111
66836,281,334.6983,263.3899,0.0334,---,338.8563,270.7161,-0.0117, 3.8570
66836,275,334.6983,263.3899,0.0334,---,338.9145,283.6072,-0.0055, 4.7580
66836,335,334.6983,263.3899,0.0334,---,338.4899,307.5216,-0.0021, 7.2482
66886,281,334.6983,263.6229,0.0334,---,338.8555,270.4828,-0.0117, 3.5668
66886,275,334.6983,263.6229,0.0334,---,338.9156,283.3609,-0.0055, 4.7748
66886,335,334.6983,263.6229,0.0334,---,338.4939,307.2870,-0.0021, 7.4791
66936,281,334.6983,263.8559,0.0334,---,338.8546,270.2496,-0.0117, 3.1518
66936,275,334.6983,263.8559,0.0334,---,338.9167,283.1145,-0.0055, 4.7924
66936,335,334.6983,263.8559,0.0334,---,338.4980,307.0526,-0.0021, 7.5822
66986,281,334.6982,264.0888,0.0334,---,338.8538,270.0162,-0.0117, 1.8713
66986,275,334.6982,264.0888,0.0334,---,338.9178,282.8682,-0.0055, 4.8127
66986,335,334.6982,264.0888,0.0334,---,338.5023,306.8181,-0.0021, 7.5567
67036,281,334.6982,264.3218,0.0334,---,338.8530,269.7829,-0.0117, 1.3348
67036,275,334.6982,264.3218,0.0334,---,338.9187,282.6219,-0.0055, 4.8056
67036,335,334.6982,264.3218,0.0334,---,338.5067,306.5836,-0.0021, 7.7935
67086,281,334.6982,264.5548,0.0334,---,338.8522,269.5496,-0.0117, 1.3429
67086,275,334.6982,264.5548,0.0334,---,338.9194,282.3755,-0.0055, 4.8579
67086,335,334.6982,264.5548,0.0334,---,338.5114,306.3491,-0.0021, 7.5852
67136,281,334.6982,264.7878,0.0334,---,338.8513,269.3163,-0.0117, 1.5022
67136,275,334.6982,264.7878,0.0334,---,338.9202,282.1292,-0.0055, 4.8841
67136,335,334.6982,264.7878,0.0334,---,338.5161,306.1146,-0.0021, 7.6910
67186,275,334.6982,265.0207,0.0334,---,338.9208,281.8829,-0.0055, 4.9128
67186,281,334.6982,265.0207,0.0334,---,338.8505,269.0829,-0.0117, 1.7589
67186,335,334.6982,265.0207,0.0334,---,338.5210,305.8801,-0.0021, 7.7977
67236,275,334.6982,265.2537,0.0334,---,338.9214,281.6366,-0.0055, 5.1157
67236,335,334.6982,265.2537,0.0334,---,338.5259,305.6456,-0.0021, 7.9055
67236,281,334.6982,265.2537,0.0334,---,338.8497,268.8495,-0.0117, 1000000.0000
67286,275,334.6982,265.4867,0.0334,---,338.9218,281.3903,-0.0055, 5.1272
67286,335,334.6982,265.4867,0.0334,---,338.5311,305.4110,-0.0021, 7.7354
67336,275,334.6981,265.7196,0.0334,---,338.9222,281.1439,-0.0055, 5.0147
67336,335,334.6981,265.7196,0.0334,---,338.5363,305.1765,-0.0021, 7.8408
67386,275,334.6981,265.9526,0.0334,---,338.9225,280.8976,-0.0055, 5.0252
67386,335,334.6981,265.9526,0.0334,---,338.5416,304.9420,-0.0021, 8.0981
67436,275,334.6981,266.1855,0.0334,---,338.9228,280.6513,-0.0055, 5.0436
67436,335,334.6981,266.1855,0.0334,---,338.5470,304.7076,-0.0021, 7.9135
67486,275,334.6981,266.4185,0.0334,---,338.9229,280.4049,-0.0055, 5.0912
67486,335,334.6981,266.4185,0.0334,---,338.5525,304.4731,-0.0021, 7.0220
67536,275,334.6981,266.6515,0.0334,---,338.9230,280.1586,-0.0055, 5.0882
67536,335,334.6981,266.6515,0.0334,---,338.5581,304.2386,-0.0021, 7.1281
67586,275,334.6981,266.8845,0.0334,---,338.9230,279.9123,-0.0055, 4.9401
67586,335,334.6981,266.8845,0.0334,---,338.5638,304.0040,-0.0021, 7.0808
67636,275,334.6980,267.1174,0.0334,---,338.9231,279.6660,-0.0055, 4.9597
67636,335,334.6980,267.1174,0.0334,---,338.5696,303.7695,-0.0021, 7.6563
67686,275,334.6981,267.3504,0.0334,---,338.9230,279.4196,-0.0055, 4.9841
67686,335,334.6981,267.3504,0.0334,---,338.5755,303.5350,-0.0021, 7.0196
67736,275,334.6982,267.5834,0.0334,---,338.9228,279.1733,-0.0055, 4.6481
67736,335,334.6982,267.5834,0.0334,---,338.5815,303.3005,-0.0021, 7.1253
67786,275,334.6983,267.8163,0.0334,---,338.9226,278.9270,-0.0055, 4.6768
67786,335,334.6983,267.8163,0.0334,---,338.5876,303.0660,-0.0021, 7.2302
67836,275,334.6984,268.0493,0.0334,---,338.9223,278.6806,-0.0055, 4.8020
67836,335,334.6984,268.0493,0.0334,---,338.5938,302.8315,-0.0021, 7.6147
67886,275,334.6985,268.2823,0.0334,---,338.9220,278.4343,-0.0055, 4.8449
67886,335,334.6985,268.2823,0.0334,---,338.6000,302.5970,-0.0021, 7.3672
67936,275,334.6986,268.5153,0.0334,---,338.9216,278.1880,-0.0055, 4.8226
67936,335,334.6986,268.5153,0.0334,---,338.6064,302.3625,-0.0021, 7.7636
67986,275,334.6987,268.7482,0.0334,---,338.9213,277.9417,-0.0055, 4.8536
67986,335,334.6987,268.7482,0.0334,---,338.6129,302.1281,-0.0021, 7.5119
68036,275,334.6988,268.9812,0.0334,---,338.9208,277.6953,-0.0055, 4.8715
68036,335,334.6988,268.9812,0.0334,---,338.6194,301.8937,-0.0021, 7.6232
68086,275,334.6989,269.2141,0.0334,---,338.9204,277.4490,-0.0055, 4.8675
68086,335,334.6989,269.2141,0.0334,---,338.6261,301.6592,-0.0021, 7.7362
68136,275,334.6990,269.4471,0.0334,---,338.9199,277.2027,-0.0055, 4.9462
68136,335,334.6990,269.4471,0.0334,---,338.6328,301.4248,-0.0021, 7.8499
68186,275,334.6991,269.6801,0.0334,---,338.9193,276.9563,-0.0055, 3.9464
68186,335,334.6991,269.6801,0.0334,---,338.6397,301.1903,-0.0021, 7.5768
68236,275,334.6992,269.9131,0.0334,---,338.9188,276.7100,-0.0055, 2.4005
68236,335,334.6992,269.9131,0.0334,---,338.6465,300.9559,-0.0021, 8.0090
68286,275,334.6993,270.1460,0.0334,---,338.9182,276.4637,-0.0055, 1.8540
68286,335,334.6993,270.1460,0.0334,---,338.6535,300.7215,-0.0021, 7.7997
68336,275,334.6994,270.3790,0.0334,---,338.9176,276.2173,-0.0055, 1.1233
68336,335,334.6994,270.3790,0.0334,---,338.6605,300.4870,-0.0021, 6.6693
68386,275,334.6995,270.6120,0.0334,---,338.9169,275.9710,-0.0055, 1.0146
68386,335,334.6995,270.6120,0.0334,---,338.6675,300.2526,-0.0021, 6.7790
68436,335,334.6996,270.8449,0.0334,---,338.6747,300.0181,-0.0021, 7.0276
68436,275,334.6996,270.8449,0.0334,---,338.9162,275.7247,-0.0055, 1.0164
68486,335,334.6998,271.0779,0.0334,---,338.6818,299.7837,-0.0021, 7.1410
68486,275,334.6998,271.0779,0.0334,---,338.9155,275.4784,-0.0055, 1.2758
68536,335,334.6998,271.3109,0.0334,---,338.6890,299.5493,-0.0021, 7.3198
68536,275,334.6998,271.3109,0.0334,---,338.9148,275.2321,-0.0055, 1.9745
68586,275,334.7000,271.5439,0.0334,---,338.9141,274.9857,-0.0055, 2.7138
68586,335,334.7000,271.5439,0.0334,---,338.6961,299.3148,-0.0021, 7.4374
68636,335,334.7001,271.7768,0.0334,---,338.7032,299.0804,-0.0021, 7.2005
68686,335,334.7002,272.0098,0.0334,---,338.7104,298.8459,-0.0021, 7.6056
68736,335,334.7003,272.2427,0.0334,---,338.7175,298.6115,-0.0021, 7.7280
68786,335,334.7004,272.4757,0.0334,---,338.7245,298.3771,-0.0021, 7.5685
68836,335,334.7005,272.7087,0.0334,---,338.7316,298.1426,-0.0021, 7.6861
68886,335,334.7006,272.9417,0.0334,---,338.7386,297.9082,-0.0021, 7.4569
68936,335,334.7008,273.1746,0.0334,---,338.7455,297.6738,-0.0021, 7.8807
68986,335,334.7010,273.4076,0.0334,---,338.7524,297.4394,-0.0021, 8.0529
69036,335,334.7012,273.6406,0.0334,---,338.7592,297.2049,-0.0021, 7.8125
69036,268,334.7012,273.6406,0.0334,---,315.7722,330.5705,-0.0080, 1000000.0000
69086,335,334.7015,273.8735,0.0334,---,338.7660,296.9704,-0.0021, 7.7929
69086,268,334.7015,273.8735,0.0334,---,315.7722,330.5705,-0.0080, 2.1104
69136,335,334.7017,274.1065,0.0334,---,338.7725,296.7359,-0.0021, 7.0720
69136,268,334.7017,274.1065,0.0334,---,315.7722,330.5705,-0.0080, 3.7906
69186,335,334.7019,274.3395,0.0334,---,338.7791,296.5014,-0.0021, 7.1951
69186,268,334.7019,274.3395,0.0334,---,315.7722,330.5705,-0.0080, 2.1240
69236,335,334.7021,274.5724,0.0334,---,338.7854,296.2669,-0.0021, 7.2685
69236,268,334.7021,274.5724,0.0334,---,315.7722,330.5705,-0.0080, 1000000.0000
69286,335,334.7024,274.8054,0.0334,---,338.7917,296.0324,-0.0021, 7.6374
69286,268,334.7024,274.8054,0.0334,---,315.7722,330.5705,-0.0080, 1000000.0000
69336,335,334.7026,275.0384,0.0334,---,338.7979,295.7980,-0.0021, 7.7614
69336,268,334.7026,275.0384,0.0334,---,315.7722,330.5705,-0.0080, 1000000.0000
69386,335,334.7029,275.2713,0.0334,---,338.8039,295.5635,-0.0021, 7.8876
69386,268,334.7029,275.2713,0.0334,---,315.7722,330.5705,-0.0080, 1000000.0000
69436,335,334.7030,275.5043,0.0334,---,338.8098,295.3290,-0.0021, 7.5148
69436,268,334.7030,275.5043,0.0334,---,315.7722,330.5705,-0.0080, 1000000.0000
69486,335,334.7033,275.7373,0.0334,---,338.8156,295.0945,-0.0021, 7.6032
69486,268,334.7033,275.7373,0.0334,---,315.7722,330.5705,-0.0080, 1000000.0000
69536,335,334.7035,275.9702,0.0334,---,338.8212,294.8600,-0.0021, 7.6984
69536,268,334.7035,275.9702,0.0334,---,315.7722,330.5705,-0.0080, 1000000.0000
69536,298,334.7035,275.9702,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
69586,335,334.7037,276.2032,0.0334,---,338.8266,294.6255,-0.0021, 7.7942
69586,268,334.7037,276.2032,0.0334,---,315.7722,330.5705,-0.0080, 1000000.0000
69586,298,334.7037,276.2032,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
69636,335,334.7040,276.4362,0.0334,---,338.8319,294.3911,-0.0021, 7.6127
69636,268,334.7040,276.4362,0.0334,---,315.7722,330.5705,-0.0080, 1000000.0000
69636,298,334.7040,276.4362,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
69686,335,334.7042,276.6692,0.0334,---,338.8370,294.1566,-0.0021, 7.7099
69686,268,334.7042,276.6692,0.0334,---,315.7722,330.5705,-0.0080, 1000000.0000
69686,298,334.7042,276.6692,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
69736,335,334.7044,276.9021,0.0334,---,338.8420,293.9221,-0.0021, 7.6205
69736,268,334.7044,276.9021,0.0334,---,315.7722,330.5705,-0.0080, 1000000.0000
69736,298,334.7044,276.9021,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
69786,335,334.7047,277.1351,0.0334,---,338.8469,293.6876,-0.0021, 7.6826
69786,268,334.7047,277.1351,0.0334,---,315.7722,330.5705,-0.0080, 1000000.0000
69786,298,334.7047,277.1351,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
69836,335,334.7049,277.3681,0.0334,---,338.8515,293.4531,-0.0021, 7.7902
69836,268,334.7049,277.3681,0.0334,---,315.7722,330.5705,-0.0080, 1000000.0000
69836,298,334.7049,277.3681,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
69886,335,334.7051,277.6010,0.0334,---,338.8560,293.2186,-0.0021, 7.8986
69886,268,334.7051,277.6010,0.0334,---,315.7722,330.5705,-0.0080, 1000000.0000
69886,298,334.7051,277.6010,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
69936,335,334.7054,277.8340,0.0334,---,338.8604,292.9841,-0.0021, 7.2889
69936,268,334.7054,277.8340,0.0334,---,315.7722,330.5705,-0.0080, 1000000.0000
69936,298,334.7054,277.8340,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
69986,335,334.7056,278.0670,0.0334,---,338.8645,292.7495,-0.0021, 7.4006
69986,268,334.7056,278.0670,0.0334,---,315.7722,330.5705,-0.0080, 3.2881
69986,298,334.7056,278.0670,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
70036,335,334.7058,278.2999,0.0334,---,338.8685,292.5150,-0.0021, 7.4926
70036,268,334.7058,278.2999,0.0334,---,315.7722,330.5705,-0.0080, 3.2959
70036,298,334.7058,278.2999,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
70086,335,334.7060,278.5329,0.0334,---,338.8724,292.2805,-0.0021, 7.6480
70086,268,334.7060,278.5329,0.0334,---,315.7722,330.5705,-0.0080, 1000000.0000
70086,298,334.7060,278.5329,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
70136,335,334.7062,278.7659,0.0334,---,338.8761,292.0459,-0.0021, 7.4067
70136,268,334.7062,278.7659,0.0334,---,315.7722,330.5705,-0.0080, 1000000.0000
70136,298,334.7062,278.7659,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
70186,335,334.7065,278.9988,0.0334,---,338.8796,291.8114,-0.0021, 7.5375
70186,268,334.7065,278.9988,0.0334,---,315.7722,330.5705,-0.0080, 1000000.0000
70186,298,334.7065,278.9988,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
70236,335,334.7067,279.2318,0.0334,---,338.8829,291.5768,-0.0021, 7.6360
70236,268,334.7067,279.2318,0.0334,---,315.7722,330.5705,-0.0080, 1000000.0000
70236,298,334.7067,279.2318,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
70286,335,334.7069,279.4648,0.0334,---,338.8861,291.3423,-0.0021, 7.7141
70286,268,334.7069,279.4648,0.0334,---,315.7722,330.5705,-0.0080, 1000000.0000
70286,298,334.7069,279.4648,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
70336,335,334.7072,279.6978,0.0334,---,338.8891,291.1077,-0.0021, 7.9021
70336,268,334.7072,279.6978,0.0334,---,315.7722,330.5705,-0.0080, 1000000.0000
70336,298,334.7072,279.6978,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
70386,335,334.7074,279.9307,0.0334,---,338.8920,290.8732,-0.0021, 8.0297
70386,268,334.7074,279.9307,0.0334,---,315.7722,330.5705,-0.0080, 1000000.0000
70386,298,334.7074,279.9307,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
70436,335,334.7076,280.1637,0.0334,---,338.8947,290.6386,-0.0021, 8.4991
70436,268,334.7076,280.1637,0.0334,---,315.7722,330.5705,-0.0080, 1000000.0000
70436,298,334.7076,280.1637,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
70486,335,334.7079,280.3967,0.0334,---,338.8972,290.4041,-0.0021, 8.8877
70486,268,334.7079,280.3967,0.0334,---,315.7722,330.5705,-0.0080, 1000000.0000
70486,298,334.7079,280.3967,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
70536,335,334.7081,280.6296,0.0334,---,338.8997,290.1696,-0.0021, 7.4738
70536,268,334.7081,280.6296,0.0334,---,315.7722,330.5705,-0.0080, 1000000.0000
70536,298,334.7081,280.6296,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
70586,335,334.7083,280.8626,0.0334,---,338.9019,289.9350,-0.0021, 7.6166
70586,268,334.7083,280.8626,0.0334,---,315.7722,330.5705,-0.0080, 3.3790
70586,298,334.7083,280.8626,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
70636,335,334.7086,281.0956,0.0334,---,338.9041,289.7005,-0.0021, 9.6432
70636,268,334.7086,281.0956,0.0334,---,315.7722,330.5705,-0.0080, 3.3868
70636,298,334.7086,281.0956,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
70686,335,334.7088,281.3285,0.0334,---,338.9061,289.4659,-0.0021, 9.2681
70686,268,334.7088,281.3285,0.0334,---,315.7722,330.5705,-0.0080, 3.3932
70686,298,334.7088,281.3285,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
70736,335,334.7090,281.5615,0.0334,---,338.9079,289.2314,-0.0021, 8.6502
70736,268,334.7090,281.5615,0.0334,---,315.7722,330.5705,-0.0080, 1000000.0000
70736,298,334.7090,281.5615,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
70736,339,334.7090,281.5615,0.0334,---,334.7090,281.5615,0.0334, 1000000.0000
70786,335,334.7093,281.7945,0.0334,---,338.9096,288.9969,-0.0021, 4.1710
70786,268,334.7093,281.7945,0.0334,---,315.7722,330.5705,-0.0080, 1000000.0000
70786,298,334.7093,281.7945,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
70786,339,334.7093,281.7945,0.0334,---,334.7093,281.7945,0.0334, 1000000.0000
70836,335,334.7095,282.0274,0.0334,---,338.9113,288.7623,-0.0021, 3.4866
70836,268,334.7095,282.0274,0.0334,---,315.7722,330.5705,-0.0080, 1000000.0000
70836,298,334.7095,282.0274,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
70836,339,334.7095,282.0274,0.0334,---,334.7095,282.0274,0.0334, 1000000.0000
70886,335,334.7097,282.2604,0.0334,---,338.9128,288.5277,-0.0021, 1.9805
70886,268,334.7097,282.2604,0.0334,---,315.7722,330.5705,-0.0080, 1000000.0000
70886,298,334.7097,282.2604,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
70886,339,334.7097,282.2604,0.0334,---,334.7097,282.2604,0.0334, 1000000.0000
70936,335,334.7100,282.4934,0.0334,---,338.9142,288.2932,-0.0021, 1.5853
70936,339,334.7100,282.4934,0.0334,---,334.7100,282.4934,0.0334, 27.6846
70936,268,334.7100,282.4934,0.0334,---,315.7722,330.5705,-0.0080, 1000000.0000
70936,298,334.7100,282.4934,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
70986,335,334.7102,282.7263,0.0334,---,338.9154,288.0587,-0.0021, 2.0903
70986,268,334.7102,282.7263,0.0334,---,315.7722,330.5705,-0.0080, 1000000.0000
70986,298,334.7102,282.7263,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
70986,339,334.7102,282.7263,0.0334,---,334.7102,282.7263,0.0334, 1000000.0000
71036,335,334.7104,282.9593,0.0334,---,338.9165,287.8241,-0.0021, 2.3850
71036,268,334.7104,282.9593,0.0334,---,315.7722,330.5705,-0.0080, 1000000.0000
71036,298,334.7104,282.9593,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
71036,339,334.7104,282.9593,0.0334,---,334.7104,282.9593,0.0334, 1000000.0000
71086,335,334.7107,283.1923,0.0334,---,338.9175,287.5896,-0.0021, 2.4869
71086,268,334.7107,283.1923,0.0334,---,315.7722,330.5705,-0.0080, 3.2991
71086,298,334.7107,283.1923,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
71086,339,334.7107,283.1923,0.0334,---,334.7107,283.1923,0.0334, 1000000.0000
71136,268,334.7108,283.4253,0.0334,---,315.7722,330.5705,-0.0080, 3.3063
71136,298,334.7108,283.4253,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
71136,335,334.7108,283.4253,0.0334,---,338.9184,287.3550,-0.0021, 1000000.0000
71136,339,334.7108,283.4253,0.0334,---,334.7108,283.4253,0.0334, 1000000.0000
71186,268,334.7111,283.6582,0.0334,---,315.7722,330.5705,-0.0080, 1000000.0000
71186,298,334.7111,283.6582,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
71186,335,334.7111,283.6582,0.0334,---,338.9192,287.1205,-0.0021, 1000000.0000
71186,339,334.7111,283.6582,0.0334,---,334.7111,283.6582,0.0334, 1000000.0000
71236,268,334.7113,283.8912,0.0334,---,315.7722,330.5705,-0.0080, 2.6470
71236,298,334.7113,283.8912,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
71236,335,334.7113,283.8912,0.0334,---,338.9200,286.8859,-0.0021, 1000000.0000
71236,339,334.7113,283.8912,0.0334,---,334.7113,283.8912,0.0334, 1000000.0000
71286,268,334.7115,284.1241,0.0334,---,315.7722,330.5705,-0.0080, 2.6551
71286,298,334.7115,284.1241,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
71286,335,334.7115,284.1241,0.0334,---,338.9205,286.6514,-0.0021, 1000000.0000
71286,339,334.7115,284.1241,0.0334,---,334.7115,284.1241,0.0334, 1000000.0000
71336,268,334.7118,284.3571,0.0334,---,315.7722,330.5705,-0.0080, 2.6639
71336,298,334.7118,284.3571,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
71386,268,334.7120,284.5901,0.0334,---,315.7722,330.5705,-0.0080, 3.3478
71386,298,334.7120,284.5901,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
71436,268,334.7122,284.8231,0.0334,---,315.7722,330.5705,-0.0080, 3.3567
71436,298,334.7122,284.8231,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
71486,268,334.7125,285.0560,0.0334,---,315.7722,330.5705,-0.0080, 3.3657
71486,298,334.7125,285.0560,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
71536,268,334.7127,285.2890,0.0334,---,315.7722,330.5705,-0.0080, 3.3734
71536,298,334.7127,285.2890,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
71586,268,334.7130,285.5220,0.0334,---,315.7722,330.5705,-0.0080, 3.3826
71586,298,334.7130,285.5220,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
71636,268,334.7132,285.7549,0.0334,---,315.7722,330.5705,-0.0080, 3.3911
71636,298,334.7132,285.7549,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
71686,268,334.7134,285.9879,0.0334,---,315.7722,330.5705,-0.0080, 3.3990
71686,298,334.7134,285.9879,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
71736,268,334.7137,286.2209,0.0334,---,315.7722,330.5705,-0.0080, 3.4076
71736,298,334.7137,286.2209,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
71786,268,334.7139,286.4538,0.0334,---,315.7722,330.5705,-0.0080, 2.7421
71786,298,334.7139,286.4538,0.0334,---,310.0215,330.6256,0.0358, 194.0122
71836,268,334.7141,286.6868,0.0334,---,315.7722,330.5705,-0.0080, 2.6047
71836,298,334.7141,286.6868,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
71886,268,334.7144,286.9198,0.0334,---,315.7722,330.5705,-0.0080, 2.6130
71886,298,334.7144,286.9198,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
71936,268,334.7146,287.1527,0.0334,---,315.7722,330.5705,-0.0080, 2.6227
71936,298,334.7146,287.1527,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
71986,268,334.7148,287.3857,0.0334,---,315.7722,330.5705,-0.0080, 2.7793
71986,298,334.7148,287.3857,0.0334,---,310.0215,330.6256,0.0358, 1000000.0000
