1611249825171,2649,345,person,-9.7001,-16.7326,0.7609,-1.0000
1611249825589,2699,345,person,-9.7556,-16.7809,0.7674,5.5253
1611249826014,2749,345,person,-9.8094,-16.8308,0.7667,6.9822
1611249826492,2799,345,person,-9.8616,-16.8826,0.7633,7.3476
1611249826828,2849,345,person,-9.9117,-16.9363,0.7592,-1.0000
1611249827219,2899,345,person,-9.9596,-16.9922,0.7554,-1.0000
1611249827622,2949,345,person,-10.0047,-17.0502,0.7522,-1.0000
1611249828044,2999,345,person,-10.0466,-17.1106,0.7497,-1.0000
1611249828429,3049,345,person,-10.0847,-17.1734,0.7478,-1.0000
1611249828821,3099,345,person,-10.1183,-17.2388,0.7465,-1.0000
1611249829233,3149,345,person,-10.1465,-17.3067,0.7455,-1.0000
1611249829633,3199,345,person,-10.1465,-17.3067,0.7447,-1.0000
1611249830018,3249,345,person,-10.1790,-17.3726,0.7443,-1.0000
1611249830426,3299,345,person,-10.2112,-17.4387,0.7439,-1.0000
1611249831174,3399,345,person,-10.2746,-17.5713,0.7401,-1.0000
1611249831572,3449,345,person,-10.3058,-17.6379,0.7400,-1.0000
1611249831929,3499,345,person,-10.3365,-17.7047,0.7399,-1.0000
1611249832316,3549,345,person,-10.3668,-17.7716,0.7398,-1.0000
1611249832769,3599,345,person,-10.3965,-17.8389,0.7398,-1.0000
1611249833142,3649,345,person,-10.4258,-17.9062,0.7398,-1.0000
1611249834153,3749,345,person,-10.4826,-18.0418,0.7398,14.4267
1611249834613,3799,345,person,-10.5100,-18.1100,0.7398,14.9874
1611249835363,3899,345,person,-10.5625,-18.2473,0.7398,-1.0000
1611249835870,3949,345,person,-10.5875,-18.3164,0.7398,0.2721
1611249836361,3999,345,person,-10.6115,-18.3859,0.7398,0.0284
1611249836670,4049,345,person,-10.6344,-18.4557,0.7398,-1.0000
1611249837059,4099,345,person,-10.6561,-18.5260,0.7398,-1.0000
1611249837920,4199,345,person,-10.6953,-18.6676,0.7398,0.1420
1611249838370,4249,345,person,-10.6953,-18.6676,0.7398,0.2304
1611249839259,4349,345,person,-10.7276,-18.8111,0.7398,0.2818
1611249840057,4449,345,person,-10.7504,-18.9526,0.7398,-1.0000
1611249840445,4499,345,person,-10.7576,-19.0257,0.7398,-1.0000
1611249840928,4549,345,person,-10.7612,-19.0992,0.7398,0.2124
1611249841342,4599,345,person,-10.7612,-19.1727,0.7398,1.0228
1611249841819,4649,345,person,-10.7611,-19.2462,0.7398,1.1194
1611249842308,4699,345,person,-10.7611,-19.3197,0.7398,0.1116
1611249842702,4749,345,person,-10.7610,-19.3932,0.7398,1.3455
1611249843175,4799,345,person,-10.7610,-19.4667,0.7398,1.4752
1611249843654,4849,345,person,-10.7610,-19.5402,0.7398,2.9513
1611249844123,4899,345,person,-10.7610,-19.6136,0.7398,2.5603
1611249844624,4949,345,person,-10.7604,-19.6660,0.7401,2.8306
1611249845088,4999,345,person,-10.7592,-19.6891,0.7406,0.2623
1611249845428,5049,345,person,-10.7573,-19.6858,0.7410,-1.0000
1611249846347,5149,345,person,-10.7520,-19.6122,0.7414,3.7122
1611249847349,5249,345,person,-10.7458,-19.4680,0.7415,4.0325
1611249848608,5399,345,person,-10.7385,-19.1605,0.7411,-1.0000
1611249849103,5449,345,person,-10.7358,-19.0415,0.7410,-1.0000
1611249849555,5499,345,person,-10.7330,-18.9167,0.7408,-1.0000
1611249850020,5549,345,person,-10.7271,-18.7856,0.7407,-1.0000
1611249850443,5599,345,person,-10.7243,-18.6523,0.7405,35144.7445
1611249851270,5699,345,person,-10.6939,-18.3450,0.7403,-1.0000
1611249851728,5749,345,person,-10.6913,-18.2036,0.7402,-1.0000
1611249852228,5799,345,person,-10.6886,-18.0602,0.7402,2077.7788
1611249852680,5849,345,person,-10.6858,-17.9152,0.7401,2070.9330
