1611030093229,2457,detection_eval_operator,runtime,0.0825
1611030093230,2457,detection_eval_operator,runtime,0.2885
1611030096494,2857,detection_eval_operator,runtime,0.0329
1611030096886,2907,detection_eval_operator,runtime,0.0348
1611030097359,2957,detection_eval_operator,runtime,0.0355
1611030097781,3007,detection_eval_operator,runtime,0.0384
1611030098206,3057,detection_eval_operator,runtime,0.0360
1611030098631,3107,detection_eval_operator,runtime,0.0417
1611030099097,3157,detection_eval_operator,runtime,0.0405
1611030099495,3207,detection_eval_operator,runtime,0.0341
1611030099957,3257,detection_eval_operator,runtime,0.0391
1611030100459,3307,detection_eval_operator,runtime,0.0300
1611030100770,3357,detection_eval_operator,runtime,0.0267
1611030101187,3407,detection_eval_operator,runtime,0.0312
1611030101614,3457,detection_eval_operator,runtime,0.0317
1611030102079,3507,detection_eval_operator,runtime,0.0327
1611030102524,3557,detection_eval_operator,runtime,0.0324
1611030102953,3607,detection_eval_operator,runtime,0.0432
1611030103432,3657,detection_eval_operator,runtime,0.0465
1611030103870,3707,detection_eval_operator,runtime,0.0482
1611030104284,3757,detection_eval_operator,runtime,0.0427
1611030104726,3807,detection_eval_operator,runtime,0.0424
1611030105113,3857,detection_eval_operator,runtime,0.0598
1611030105548,3907,detection_eval_operator,runtime,0.0370
1611030105988,3957,detection_eval_operator,runtime,0.0498
1611030106467,4007,detection_eval_operator,runtime,0.0722
1611030106868,4057,detection_eval_operator,runtime,0.0503
1611030107292,4107,detection_eval_operator,runtime,0.0482
1611030107694,4157,detection_eval_operator,runtime,0.0498
1611030108114,4207,detection_eval_operator,runtime,0.0963
1611030108576,4257,detection_eval_operator,runtime,0.0317
1611030109051,4307,detection_eval_operator,runtime,0.0503
1611030109530,4357,detection_eval_operator,runtime,0.0918
1611030109975,4407,detection_eval_operator,runtime,0.0470
1611030110418,4457,detection_eval_operator,runtime,0.0563
1611030110791,4507,detection_eval_operator,runtime,0.0844
1611030111187,4557,detection_eval_operator,runtime,0.0701
1611030111688,4607,detection_eval_operator,runtime,0.0553
1611030112109,4657,detection_eval_operator,runtime,0.0558
1611030112588,4707,detection_eval_operator,runtime,0.0587
1611030112982,4757,detection_eval_operator,runtime,0.0429
1611030113387,4807,detection_eval_operator,runtime,0.0777
1611030113835,4857,detection_eval_operator,runtime,0.0587
1611030114245,4907,detection_eval_operator,runtime,0.0587
1611030114695,4957,detection_eval_operator,runtime,0.0606
1611030115125,5007,detection_eval_operator,runtime,0.0598
1611030115613,5057,detection_eval_operator,runtime,0.0603
1611030116437,5157,detection_eval_operator,runtime,0.0615
1611030116926,5207,detection_eval_operator,runtime,0.0610
1611030117377,5257,detection_eval_operator,runtime,0.0615
1611030117846,5307,detection_eval_operator,runtime,0.0632
1611030118288,5357,detection_eval_operator,runtime,0.0520
1611030119808,5557,detection_eval_operator,runtime,0.0658
1611030122914,5957,detection_eval_operator,runtime,0.0710
1611030123670,6057,detection_eval_operator,runtime,0.0877
1611030124126,6107,detection_eval_operator,runtime,0.0720
1611030124907,6207,detection_eval_operator,runtime,0.0730
1611030125292,6257,detection_eval_operator,runtime,0.1056
1611030125743,6307,detection_eval_operator,runtime,0.0720
1611030127603,6557,detection_eval_operator,runtime,0.1962
1611030129853,6857,detection_eval_operator,runtime,0.0613
1611030131447,7057,detection_eval_operator,runtime,0.0839
1611030131826,7107,detection_eval_operator,runtime,0.0749
1611030132294,7157,detection_eval_operator,runtime,0.0880
1611030132685,7207,detection_eval_operator,runtime,0.0908
1611030133100,7257,detection_eval_operator,runtime,0.1144
1611030133497,7307,detection_eval_operator,runtime,0.0865
1611030133899,7357,detection_eval_operator,runtime,0.0861
1611030134369,7407,detection_eval_operator,runtime,0.0865
1611030134710,7457,detection_eval_operator,runtime,0.0675
1611030135171,7507,detection_eval_operator,runtime,0.0899
1611030135602,7557,detection_eval_operator,runtime,0.1783
1611030136011,7607,detection_eval_operator,runtime,0.0730
1611030136387,7657,detection_eval_operator,runtime,0.0722
1611030137163,7757,detection_eval_operator,runtime,0.0541
1611030137586,7807,detection_eval_operator,runtime,0.0908
1611030137997,7857,detection_eval_operator,runtime,0.0718
