TIME,SIMTIME,CAMERA,GROUNDID,LABEL,X,Y,Z,ERROR
1614794341160,3623,FRONT-eval,273,vehicle,-53.0939,3.4900,-0.0305,383.6016
1614794341160,3623,FRONT-eval,345,person,-34.0705,7.6573,1.0234,308.1857
1614794341488,3673,FRONT-eval,280,vehicle,-30.2000,0.0000,0.0087,3.9423
1614794341488,3673,FRONT-eval,345,person,-34.1308,7.6711,1.0234,301.7300
1614794341488,3673,FRONT-eval,273,vehicle,-53.0939,3.4900,-0.0306,378.8369
1614794341784,3723,FRONT-eval,345,person,-34.1910,7.6854,1.0233,299.8373
1614794341784,3723,FRONT-eval,280,vehicle,-30.2000,0.0000,0.0087,3.9423
1614794341784,3723,FRONT-eval,273,vehicle,-53.0939,3.4900,-0.0306,378.7344
1614794342106,3773,FRONT-eval,280,vehicle,-30.2000,0.0000,0.0087,3.9423
1614794342107,3773,FRONT-eval,345,person,-34.2514,7.6989,1.0233,302.6093
1614794342107,3773,FRONT-eval,273,vehicle,-53.0939,3.4900,-0.0307,374.8046
1614794342431,3823,FRONT-eval,345,person,-34.3116,7.7130,1.0233,300.7416
1614794342431,3823,FRONT-eval,280,vehicle,-30.2000,0.0000,0.0087,3.9423
1614794342431,3823,FRONT-eval,273,vehicle,-53.0939,3.4900,-0.0307,375.6005
1614794342739,3873,FRONT-eval,280,vehicle,-30.2000,0.0000,0.0087,3.9423
1614794342739,3873,FRONT-eval,273,vehicle,-53.0939,3.4900,-0.0307,370.1019
1614794342739,3873,FRONT-eval,345,person,-34.3720,7.7262,1.0233,298.7865
1614794343041,3923,FRONT-eval,273,vehicle,-53.0939,3.4900,-0.0307,370.0999
1614794343041,3923,FRONT-eval,280,vehicle,-30.2000,0.0000,0.0087,3.9423
1614794343042,3923,FRONT-eval,345,person,-34.4323,7.7399,1.0233,296.9296
1614794343355,3973,FRONT-eval,280,vehicle,-30.2000,0.0000,0.0087,438.1229
1614794343355,3973,FRONT-eval,345,person,-34.4927,7.7528,1.0233,99.1241
1614794343355,3973,FRONT-eval,273,vehicle,-53.0939,3.4900,-0.0307,370.0978
1614794343760,4023,FRONT-eval,345,person,-34.5530,7.7663,1.0233,100.0901
1614794343760,4023,FRONT-eval,280,vehicle,-30.2000,0.0000,0.0087,438.1229
1614794343760,4023,FRONT-eval,273,vehicle,-53.0939,3.4900,-0.0307,365.2600
1614794344041,4073,FRONT-eval,280,vehicle,-30.2000,0.0000,0.0087,3.9423
1614794344041,4073,FRONT-eval,273,vehicle,-53.0939,3.4900,-0.0307,365.2581
1614794344041,4073,FRONT-eval,345,person,-34.6135,7.7790,1.0233,291.3693
1614794344324,4123,FRONT-eval,280,vehicle,-30.2000,0.0000,0.0087,3.9423
1614794344324,4123,FRONT-eval,273,vehicle,-53.0939,3.4900,-0.0307,360.7902
1614794344324,4123,FRONT-eval,345,person,-34.6739,7.7921,1.0233,289.5338
1614794344619,4173,FRONT-eval,345,person,-34.7345,7.8045,1.0233,287.6919
1614794344619,4173,FRONT-eval,280,vehicle,-30.2000,0.0000,0.0087,3.9423
1614794344619,4173,FRONT-eval,273,vehicle,-53.0939,3.4900,-0.0307,360.6174
1614794344964,4223,FRONT-eval,345,person,-34.7950,7.8174,1.0233,285.8664
1614794344964,4223,FRONT-eval,280,vehicle,-30.2000,0.0000,0.0087,3.9423
1614794344964,4223,FRONT-eval,273,vehicle,-53.0939,3.4900,-0.0307,356.0108
