TIME,SIMTIME,CAMERA,GROUNDID,LABEL,X,Y,Z,ERROR
4558,329,299.4000,133.2400,0.0334,---,34.8154,12.4313,-0.0412, 1000000.0000
4608,329,299.4000,133.2400,0.0334,---,34.8154,12.4313,-0.0412, 1000000.0000
4658,329,299.4000,133.2400,0.0334,---,34.8154,12.4313,-0.0412, 1000000.0000
4708,329,299.4000,133.2400,0.0334,---,34.8154,12.4313,-0.0412, 1000000.0000
4758,329,299.4000,133.2400,0.0334,---,34.8154,12.4313,-0.0412, 1000000.0000
4808,329,299.4000,133.2400,0.0334,---,34.8154,12.4313,-0.0412, 1000000.0000
4858,329,299.4000,133.2400,0.0334,---,34.8189,12.4596,-0.0422, 1000000.0000
4908,329,299.4211,133.2406,0.0331,---,34.8060,12.5262,-0.0436, 1000000.0000
4958,329,299.4716,133.2420,0.0326,---,34.7678,12.6260,-0.0449, 1000000.0000
5008,329,299.5483,133.2438,0.0322,---,34.7070,12.7544,-0.0459, 1000000.0000
5058,329,299.6484,133.2467,0.0319,---,34.6229,12.9061,-0.0466, 1000000.0000
5108,329,299.7689,133.2499,0.0318,---,34.5117,13.0760,-0.0468, 1000000.0000
5158,329,299.9069,133.2536,0.0317,---,34.3781,13.2586,-0.0465, 1000000.0000
5208,329,300.0600,133.2572,0.0317,---,34.2321,13.4501,-0.0459, 1000000.0000
5258,329,300.2260,133.2601,0.0318,---,34.0754,13.6486,-0.0451, 1000000.0000
5308,329,300.4026,133.2626,0.0319,---,33.9094,13.8518,-0.0442, 1000000.0000
5358,329,300.5880,133.2654,0.0320,---,33.7349,14.0580,-0.0434, 1000000.0000
5408,329,300.7805,133.2686,0.0322,---,33.5533,14.2667,-0.0427, 1000000.0000
5458,329,300.9787,133.2720,0.0323,---,33.3659,14.4778,-0.0421, 1000000.0000
5508,329,301.1816,133.2754,0.0325,---,33.1743,14.6912,-0.0417, 1000000.0000
5558,329,301.3884,133.2789,0.0326,---,32.9788,14.9068,-0.0415, 1000000.0000
5608,329,301.5983,133.2826,0.0327,---,32.7806,15.1240,-0.0413, 1000000.0000
5658,329,301.8109,133.2864,0.0328,---,32.5796,15.3430,-0.0412, 1000000.0000
5708,329,302.0259,133.2902,0.0329,---,32.3762,15.5634,-0.0412, 1000000.0000
5758,329,302.2427,133.2941,0.0330,---,32.1712,15.7849,-0.0412, 1000000.0000
5808,329,302.4613,133.2981,0.0331,---,31.9646,16.0077,-0.0412, 1000000.0000
5858,329,302.6813,133.3021,0.0331,---,31.7566,16.2313,-0.0412, 1000000.0000
5908,329,302.9026,133.3062,0.0332,---,31.5473,16.4557,-0.0412, 1000000.0000
5958,329,303.1251,133.3104,0.0332,---,31.3369,16.6808,-0.0413, 1000000.0000
6008,329,303.3485,133.3146,0.0332,---,31.1257,16.9065,-0.0413, 1000000.0000
6058,329,303.5728,133.3188,0.0332,---,30.9136,17.1328,-0.0413, 1000000.0000
6108,329,303.7979,133.3231,0.0333,---,30.7007,17.3595,-0.0413, 1000000.0000
6158,329,304.0236,133.3275,0.0333,---,30.4872,17.5866,-0.0413, 1000000.0000
6208,329,304.2498,133.3318,0.0333,---,30.2733,17.8141,-0.0413, 1000000.0000
6258,329,304.4766,133.3362,0.0333,---,30.0587,18.0420,-0.0413, 1000000.0000
6308,329,304.7038,133.3406,0.0333,---,29.8439,18.2700,-0.0413, 1000000.0000
6358,329,304.9315,133.3450,0.0333,---,29.6287,18.4983,-0.0413, 1000000.0000
6408,329,305.1594,133.3494,0.0333,---,29.4131,18.7268,-0.0413, 1000000.0000
6458,329,305.3877,133.3539,0.0334,---,29.1973,18.9556,-0.0413, 1000000.0000
6508,329,305.6162,133.3584,0.0334,---,28.9812,19.1844,-0.0413, 1000000.0000
6558,329,305.8449,133.3628,0.0334,---,28.7650,19.4134,-0.0413, 1000000.0000
6608,329,306.0739,133.3673,0.0334,---,28.5486,19.6426,-0.0413, 1000000.0000
6658,329,306.3030,133.3718,0.0334,---,28.3319,19.8718,-0.0413, 1000000.0000
6708,329,306.5323,133.3763,0.0334,---,28.1150,20.1012,-0.0413, 1000000.0000
6758,329,306.7617,133.3808,0.0334,---,27.8980,20.3306,-0.0413, 1000000.0000
6808,329,306.9913,133.3854,0.0334,---,27.6807,20.5602,-0.0413, 1000000.0000
6858,329,307.2209,133.3899,0.0334,---,27.4633,20.7898,-0.0413, 1000000.0000
6908,329,307.4507,133.3944,0.0334,---,27.2456,21.0194,-0.0412, 1000000.0000
6958,329,307.6805,133.3990,0.0334,---,27.0278,21.2492,-0.0412, 1000000.0000
7008,329,307.9105,133.4035,0.0334,---,26.8097,21.4790,-0.0412, 1000000.0000
7058,329,308.1405,133.4081,0.0334,---,26.5914,21.7088,-0.0412, 1000000.0000
7108,329,308.3705,133.4126,0.0334,---,26.3729,21.9387,-0.0412, 1000000.0000
7158,329,308.6006,133.4172,0.0334,---,26.1541,22.1686,-0.0412, 1000000.0000
7208,329,308.8308,133.4217,0.0334,---,25.9352,22.3986,-0.0412, 1000000.0000
7258,329,309.0610,133.4263,0.0334,---,25.7159,22.6286,-0.0412, 1000000.0000
7308,329,309.2912,133.4309,0.0334,---,25.4964,22.8586,-0.0412, 1000000.0000
7358,329,309.5215,133.4355,0.0334,---,25.2765,23.0887,-0.0412, 1000000.0000
7408,329,309.7519,133.4401,0.0334,---,25.0565,23.3188,-0.0412, 1000000.0000
7458,329,309.9822,133.4447,0.0334,---,24.8361,23.5489,-0.0412, 1000000.0000
7508,329,310.2126,133.4493,0.0334,---,24.6154,23.7791,-0.0412, 1000000.0000
7558,329,310.4430,133.4538,0.0334,---,24.3945,24.0093,-0.0412, 1000000.0000
7608,329,310.6735,133.4584,0.0334,---,24.1732,24.2396,-0.0412, 1000000.0000
7658,329,310.9039,133.4630,0.0334,---,23.9517,24.4699,-0.0412, 1000000.0000
7708,329,311.1336,133.4675,0.0334,---,23.7307,24.7002,-0.0413, 1000000.0000
7758,329,311.3589,133.4719,0.0335,---,23.5137,24.9307,-0.0413, 1000000.0000
7808,329,311.5762,133.4762,0.0336,---,23.3045,25.1614,-0.0415, 1000000.0000
7858,329,311.7820,133.4801,0.0338,---,23.1065,25.3924,-0.0416, 1000000.0000
7908,329,311.9746,133.4839,0.0340,---,22.9214,25.6237,-0.0418, 1000000.0000
32258,272,338.6914,87.2098,0.0334,---,-3.6807,-49.7027,-0.0685, 0.7813
32308,272,338.6909,86.9778,0.0334,---,-3.6799,-49.3403,-0.0685, 0.8027
32358,272,338.6903,86.7458,0.0334,---,-3.6793,-48.9640,-0.0685, 1.3411
32408,272,338.6899,86.5137,0.0334,---,-3.6785,-48.5740,-0.0685, 1.4197
32458,272,338.6896,86.2816,0.0334,---,-3.6778,-48.1705,-0.0685, 0.9789
32508,272,338.6893,86.0496,0.0334,---,-3.6770,-47.7547,-0.0685, 1.3905
32558,272,338.6891,85.8175,0.0334,---,-3.6762,-47.3280,-0.0685, 1.0065
32608,272,338.6890,85.5854,0.0334,---,-3.6757,-46.8925,-0.0685, 1.0418
32658,272,338.6890,85.3532,0.0334,---,-3.6753,-46.4501,-0.0685, 1.0699
32708,272,338.6890,85.1211,0.0334,---,-3.6750,-46.0025,-0.0685, 1.0919
32758,272,338.6891,84.8890,0.0334,---,-3.6749,-45.5512,-0.0685, 1.5541
32808,272,338.6892,84.6568,0.0334,---,-3.6748,-45.0971,-0.0685, 1.4561
32858,272,338.6894,84.4246,0.0334,---,-3.6749,-44.6410,-0.0685, 1.6588
32908,272,338.6897,84.1925,0.0334,---,-3.6752,-44.1833,-0.0685, 1.4232
32958,272,338.6900,83.9603,0.0334,---,-3.6757,-43.7244,-0.0685, 1.3270
33008,272,338.6904,83.7281,0.0334,---,-3.6762,-43.2645,-0.0685, 1000000.0000
33058,272,338.6909,83.4958,0.0334,---,-3.6768,-42.8036,-0.0686, 1000000.0000
33108,272,338.6913,83.2636,0.0334,---,-3.6776,-42.3421,-0.0686, 1000000.0000
33158,272,338.6919,83.0314,0.0334,---,-3.6786,-41.8800,-0.0686, 1000000.0000
33208,272,338.6924,82.7991,0.0334,---,-3.6796,-41.4174,-0.0686, 1000000.0000
33208,336,338.6924,82.7991,0.0334,---,-3.8773,-49.5125,-0.0541, 1000000.0000
33258,272,338.6931,82.5668,0.0334,---,-3.6808,-40.9544,-0.0686, 1000000.0000
33258,336,338.6931,82.5668,0.0334,---,-3.8799,-49.1413,-0.0540, 1000000.0000
33308,272,338.6938,82.3345,0.0334,---,-3.6822,-40.4911,-0.0686, 1000000.0000
33308,336,338.6938,82.3345,0.0334,---,-3.8827,-48.7629,-0.0540, 1000000.0000
33358,272,338.6945,82.1022,0.0334,---,-3.6836,-40.0276,-0.0686, 1000000.0000
33358,336,338.6945,82.1022,0.0334,---,-3.8856,-48.3782,-0.0539, 1000000.0000
33408,336,338.6953,81.8699,0.0334,---,-3.8886,-47.9879,-0.0539, 83.6507
33408,272,338.6953,81.8699,0.0334,---,-3.6851,-39.5638,-0.0686, 1000000.0000
33458,336,338.6961,81.6376,0.0334,---,-3.8915,-47.5931,-0.0538, 81.8502
33458,272,338.6961,81.6376,0.0334,---,-3.6867,-39.0999,-0.0686, 1000000.0000
33508,336,338.6970,81.4053,0.0334,---,-3.8945,-47.1945,-0.0537, 85.2481
33508,272,338.6970,81.4053,0.0334,---,-3.6884,-38.6359,-0.0686, 1000000.0000
33558,336,338.6978,81.1729,0.0334,---,-3.8974,-46.7928,-0.0536, 85.7649
33558,272,338.6978,81.1729,0.0334,---,-3.6902,-38.1717,-0.0686, 1000000.0000
33608,336,338.6987,80.9406,0.0334,---,-3.9003,-46.3887,-0.0535, 90.6026
33608,272,338.6987,80.9406,0.0334,---,-3.6920,-37.7075,-0.0686, 1000000.0000
33658,336,338.6996,80.7082,0.0334,---,-3.9033,-45.9825,-0.0534, 91.6436
33658,272,338.6996,80.7082,0.0334,---,-3.6940,-37.2432,-0.0686, 1000000.0000
33708,336,338.7006,80.4758,0.0334,---,-3.9062,-45.5745,-0.0533, 92.6488
33708,272,338.7006,80.4758,0.0334,---,-3.6961,-36.7788,-0.0686, 1000000.0000
33758,336,338.7016,80.2434,0.0334,---,-3.9090,-45.1651,-0.0532, 94.0758
33758,272,338.7016,80.2434,0.0334,---,-3.6982,-36.3144,-0.0686, 1000000.0000
33808,336,338.7025,80.0110,0.0334,---,-3.9118,-44.7545,-0.0532, 94.5834
33808,272,338.7025,80.0110,0.0334,---,-3.7004,-35.8499,-0.0686, 1.6458
33858,336,338.7036,79.7785,0.0334,---,-3.9146,-44.3427,-0.0531, 94.0916
33858,272,338.7036,79.7785,0.0334,---,-3.7027,-35.3854,-0.0686, 1.7876
33908,336,338.7046,79.5461,0.0334,---,-3.9172,-43.9301,-0.0531, 94.7998
33908,272,338.7046,79.5461,0.0334,---,-3.7050,-34.9208,-0.0686, 1.9828
33958,336,338.7057,79.3136,0.0334,---,-3.9200,-43.5167,-0.0530, 97.0565
33958,272,338.7057,79.3136,0.0334,---,-3.7076,-34.4562,-0.0686, 1.0835
34008,336,338.7068,79.0812,0.0334,---,-3.9226,-43.1026,-0.0530, 97.5205
34008,272,338.7068,79.0812,0.0334,---,-3.7105,-33.9915,-0.0686, 1.9701
34058,272,338.7079,78.8487,0.0334,---,-3.7139,-33.5269,-0.0686, 1.3666
34058,336,338.7079,78.8487,0.0334,---,-3.9252,-42.6880,-0.0530, 1000000.0000
34108,272,338.7090,78.6162,0.0334,---,-3.7180,-33.0622,-0.0686, 0.8473
34108,336,338.7090,78.6162,0.0334,---,-3.9277,-42.2729,-0.0529, 106.6012
34158,272,338.7101,78.3837,0.0334,---,-3.7226,-32.5975,-0.0686, 1.2812
34158,336,338.7101,78.3837,0.0334,---,-3.9300,-41.8574,-0.0529, 1000000.0000
34208,336,338.7113,78.1512,0.0334,---,-3.9324,-41.4416,-0.0529, 104.1068
34208,272,338.7113,78.1512,0.0334,---,-3.7283,-32.1327,-0.0686, 1.3381
34258,272,338.7124,77.9186,0.0334,---,-3.7350,-31.6680,-0.0686, 1.3806
34258,336,338.7124,77.9186,0.0334,---,-3.9346,-41.0255,-0.0529, 1000000.0000
34308,336,338.7136,77.6861,0.0334,---,-3.9369,-40.6092,-0.0529, 106.8786
34308,272,338.7136,77.6861,0.0334,---,-3.7437,-31.2033,-0.0686, 1000000.0000
34358,336,338.7148,77.4535,0.0334,---,-3.9391,-40.1927,-0.0529, 107.6237
34358,272,338.7148,77.4535,0.0334,---,-3.7546,-30.7387,-0.0686, 1.1322
34408,336,338.7159,77.2210,0.0334,---,-3.9411,-39.7760,-0.0529, 106.4279
34408,272,338.7159,77.2210,0.0334,---,-3.7679,-30.2742,-0.0686, 1.3806
34458,336,338.7172,76.9884,0.0334,---,-3.9432,-39.3592,-0.0529, 107.8137
34458,272,338.7172,76.9884,0.0334,---,-3.7839,-29.8099,-0.0686, 1.3894
34508,336,338.7184,76.7558,0.0334,---,-3.9450,-38.9423,-0.0529, 109.2072
34508,272,338.7184,76.7558,0.0334,---,-3.8039,-29.3459,-0.0686, 1000000.0000
34558,336,338.7196,76.5232,0.0334,---,-3.9470,-38.5254,-0.0528, 109.9539
34558,272,338.7196,76.5232,0.0334,---,-3.8267,-28.8821,-0.0686, 1000000.0000
34608,336,338.7209,76.2905,0.0334,---,-3.9489,-38.1085,-0.0528, 108.3007
34608,272,338.7209,76.2905,0.0334,---,-3.8529,-28.4186,-0.0686, 1.4169
34658,336,338.7220,76.0579,0.0334,---,-3.9506,-37.6916,-0.0528, 104.6374
34658,272,338.7220,76.0579,0.0334,---,-3.8846,-27.9559,-0.0686, 1.1754
34708,336,338.7233,75.8252,0.0334,---,-3.9523,-37.2749,-0.0528, 84.5864
34708,272,338.7233,75.8252,0.0334,---,-3.9214,-27.4940,-0.0686, 1000000.0000
34758,336,338.7245,75.5926,0.0334,---,-3.9539,-36.8584,-0.0528, 3.3884
34758,272,338.7245,75.5926,0.0334,---,-3.9608,-27.0324,-0.0686, 0.9417
34808,272,338.7257,75.3599,0.0334,---,-4.0060,-26.5719,-0.0686, 1.2952
34808,336,338.7257,75.3599,0.0334,---,-3.9555,-36.4423,-0.0528, 1000000.0000
34858,336,338.7270,75.1272,0.0334,---,-3.9570,-36.0266,-0.0528, 3.6127
34858,272,338.7270,75.1272,0.0334,---,-4.0559,-26.1123,-0.0686, 0.8403
34908,272,338.7282,74.8945,0.0334,---,-4.1107,-25.6538,-0.0686, 1.2305
34908,336,338.7282,74.8945,0.0334,---,-3.9585,-35.6113,-0.0528, 3.5276
34958,272,338.7294,74.6618,0.0334,---,-4.1712,-25.1967,-0.0686, 1000000.0000
34958,336,338.7294,74.6618,0.0334,---,-3.9598,-35.1965,-0.0528, 1000000.0000
35008,272,338.7306,74.4291,0.0334,---,-4.2377,-24.7413,-0.0686, 0.8567
35008,336,338.7306,74.4291,0.0334,---,-3.9611,-34.7824,-0.0528, 3.6258
35058,336,338.7317,74.1963,0.0334,---,-3.9622,-34.3690,-0.0527, 3.5668
35058,272,338.7317,74.1963,0.0334,---,-4.3098,-24.2877,-0.0686, 1000000.0000
35108,272,338.7329,73.9636,0.0334,---,-4.3877,-23.8359,-0.0686, 1.0138
35108,336,338.7329,73.9636,0.0334,---,-3.9635,-33.9565,-0.0527, 3.4492
35158,336,338.7341,73.7308,0.0334,---,-3.9647,-33.5451,-0.0527, 3.4982
35158,272,338.7341,73.7308,0.0334,---,-4.4734,-23.3872,-0.0686, 1.4273
35208,336,338.7353,73.4980,0.0334,---,-3.9657,-33.1349,-0.0527, 3.6031
35208,272,338.7353,73.4980,0.0334,---,-4.5654,-22.9411,-0.0686, 1000000.0000
35208,296,338.7353,73.4980,0.0334,---,-3.8896,-43.6754,-0.0230, 1000000.0000
35258,336,338.7365,73.2652,0.0334,---,-3.9667,-32.7262,-0.0527, 3.4320
35258,272,338.7365,73.2652,0.0334,---,-4.6622,-22.4969,-0.0686, 1000000.0000
35258,296,338.7365,73.2652,0.0334,---,-3.8864,-43.2692,-0.0229, 1000000.0000
35308,336,338.7376,73.0324,0.0334,---,-3.9676,-32.3194,-0.0526, 3.4974
35308,272,338.7376,73.0324,0.0334,---,-4.7644,-22.0551,-0.0686, 1.2437
35358,272,338.7388,72.7996,0.0334,---,-4.8732,-21.6165,-0.0686, 1.5729
35358,336,338.7388,72.7996,0.0334,---,-3.9685,-31.9144,-0.0526, 3.4575
35408,272,338.7400,72.5668,0.0334,---,-4.9886,-21.1815,-0.0686, 1.2277
35408,336,338.7400,72.5668,0.0334,---,-3.9694,-31.5111,-0.0526, 3.5894
35408,296,338.7400,72.5668,0.0334,---,-3.8770,-42.0684,-0.0230, 1000000.0000
35458,272,338.7411,72.3339,0.0334,---,-5.1097,-20.7499,-0.0686, 1.1546
35458,336,338.7411,72.3339,0.0334,---,-3.9702,-31.1096,-0.0526, 3.4499
35458,296,338.7411,72.3339,0.0334,---,-3.8740,-41.6726,-0.0231, 1000000.0000
35508,296,338.7423,72.1011,0.0334,---,-3.8711,-41.2791,-0.0231, 151.7649
35508,336,338.7423,72.1011,0.0334,---,-3.9709,-30.7101,-0.0526, 3.5405
35508,272,338.7423,72.1011,0.0334,---,-5.2366,-20.3217,-0.0686, 1.2225
35558,296,338.7435,71.8682,0.0334,---,-3.8682,-40.8879,-0.0232, 151.7349
35558,336,338.7435,71.8682,0.0334,---,-3.9716,-30.3131,-0.0525, 3.4711
35558,272,338.7435,71.8682,0.0334,---,-5.3693,-19.8974,-0.0686, 1.3800
35608,296,338.7446,71.6353,0.0334,---,-3.8654,-40.4991,-0.0233, 153.2725
35608,336,338.7446,71.6353,0.0334,---,-3.9722,-29.9186,-0.0525, 3.2023
35608,272,338.7446,71.6353,0.0334,---,-5.5099,-19.4792,-0.0685, 1.1704
35658,336,338.7457,71.4024,0.0334,---,-3.9727,-29.5269,-0.0525, 3.5285
35658,296,338.7457,71.4024,0.0334,---,-3.8626,-40.1127,-0.0233, 153.2372
35658,272,338.7457,71.4024,0.0334,---,-5.6565,-19.0657,-0.0685, 1000000.0000
35708,336,338.7468,71.1695,0.0334,---,-3.9733,-29.1383,-0.0524, 3.4933
35708,296,338.7468,71.1695,0.0334,---,-3.8599,-39.7288,-0.0233, 149.2423
35708,272,338.7468,71.1695,0.0334,---,-5.8074,-18.6553,-0.0686, 1000000.0000
35758,336,338.7478,70.9366,0.0334,---,-3.9737,-28.7538,-0.0524, 3.3635
35758,296,338.7478,70.9366,0.0334,---,-3.8573,-39.3474,-0.0233, 150.1091
35758,333,338.7478,70.9366,0.0334,---,0.0838,-49.8781,-0.0528, 3.8076
35758,272,338.7478,70.9366,0.0334,---,-5.9631,-18.2490,-0.0686, 1000000.0000
35808,336,338.7489,70.7037,0.0334,---,-3.9742,-28.3731,-0.0523, 3.5762
35808,296,338.7489,70.7037,0.0334,---,-3.8548,-38.9686,-0.0233, 148.9686
35808,333,338.7489,70.7037,0.0334,---,0.0827,-49.6452,-0.0528, 3.7606
35808,272,338.7489,70.7037,0.0334,---,-6.1250,-17.8482,-0.0686, 1000000.0000
35858,336,338.7500,70.4708,0.0334,---,-3.9746,-27.9952,-0.0523, 3.3545
35858,296,338.7500,70.4708,0.0334,---,-3.8525,-38.5927,-0.0233, 150.0840
35858,333,338.7500,70.4708,0.0334,---,0.0816,-49.4123,-0.0528, 3.7688
35858,272,338.7500,70.4708,0.0334,---,-6.2943,-17.4556,-0.0685, 1000000.0000
35908,336,338.7511,70.2378,0.0334,---,-3.9750,-27.6176,-0.0524, 3.4138
35908,296,338.7511,70.2378,0.0334,---,-3.8503,-38.2200,-0.0233, 149.7455
35908,272,338.7511,70.2378,0.0334,---,-6.4689,-17.0685,-0.0685, 1000000.0000
35908,333,338.7511,70.2378,0.0334,---,0.0805,-49.1794,-0.0528, 1000000.0000
35958,336,338.7521,70.0049,0.0334,---,-3.9751,-27.2378,-0.0526, 3.3677
35958,296,338.7521,70.0049,0.0334,---,-3.8480,-37.8504,-0.0233, 143.5469
35958,333,338.7521,70.0049,0.0334,---,0.0795,-48.9464,-0.0528, 3.6862
35958,272,338.7521,70.0049,0.0334,---,-6.6467,-16.6848,-0.0686, 1000000.0000
36008,336,338.7531,69.7720,0.0334,---,-3.9753,-26.8540,-0.0528, 3.5214
36008,296,338.7531,69.7720,0.0334,---,-3.8459,-37.4834,-0.0232, 144.7396
36008,272,338.7531,69.7720,0.0334,---,-6.8289,-16.3061,-0.0686, 1000000.0000
36008,333,338.7531,69.7720,0.0334,---,0.0786,-48.7135,-0.0528, 1000000.0000
36058,336,338.7538,69.5390,0.0334,---,-3.9752,-26.4654,-0.0530, 3.3787
36058,296,338.7538,69.5390,0.0334,---,-3.8437,-37.1176,-0.0233, 147.8263
36058,333,338.7538,69.5390,0.0334,---,0.0778,-48.4805,-0.0528, 3.6681
36058,272,338.7538,69.5390,0.0334,---,-7.0162,-15.9345,-0.0686, 1000000.0000
36108,336,338.7545,69.3061,0.0334,---,-3.9752,-26.0711,-0.0532, 3.5460
36108,296,338.7545,69.3061,0.0334,---,-3.8414,-36.7512,-0.0233, 146.9974
36108,272,338.7545,69.3061,0.0334,---,-7.2098,-15.5725,-0.0685, 1000000.0000
36108,333,338.7545,69.3061,0.0334,---,0.0771,-48.2476,-0.0528, 1000000.0000
36158,272,338.7552,69.0731,0.0334,---,-7.4085,-15.2187,-0.0685, 0.5587
36158,336,338.7552,69.0731,0.0334,---,-3.9750,-25.6710,-0.0533, 3.4626
36158,296,338.7552,69.0731,0.0334,---,-3.8391,-36.3826,-0.0234, 88.6428
36158,333,338.7552,69.0731,0.0334,---,0.0764,-48.0146,-0.0528, 1000000.0000
36208,336,338.7557,68.8402,0.0334,---,-3.9746,-25.2656,-0.0534, 3.5408
36208,333,338.7557,68.8402,0.0334,---,0.0759,-47.7817,-0.0528, 3.6148
36208,296,338.7557,68.8402,0.0334,---,-3.8366,-36.0108,-0.0236, 84.9290
36208,272,338.7557,68.8402,0.0334,---,-7.6088,-14.8669,-0.0686, 1000000.0000
36258,336,338.7560,68.6072,0.0334,---,-3.9740,-24.8564,-0.0535, 3.6070
36258,272,338.7560,68.6072,0.0334,---,-7.8105,-14.5168,-0.0686, 0.6366
36258,296,338.7560,68.6072,0.0334,---,-3.8337,-35.6355,-0.0237, 114.7700
36258,333,338.7560,68.6072,0.0334,---,0.0756,-47.5487,-0.0528, 1000000.0000
36308,336,338.7556,68.3743,0.0334,---,-3.9727,-24.4446,-0.0534, 3.4959
36308,272,338.7556,68.3743,0.0334,---,-8.0157,-14.1743,-0.0686, 0.6738
36308,296,338.7556,68.3743,0.0334,---,-3.8304,-35.2567,-0.0238, 145.3650
36308,333,338.7556,68.3743,0.0334,---,0.0760,-47.3158,-0.0528, 1000000.0000
36358,336,338.7541,68.1413,0.0334,---,-3.9703,-24.0304,-0.0534, 3.6589
36358,272,338.7541,68.1413,0.0334,---,-8.2246,-13.8423,-0.0686, 0.4525
36358,296,338.7541,68.1413,0.0334,---,-3.8258,-34.8750,-0.0239, 111.3410
36358,333,338.7541,68.1413,0.0334,---,0.0775,-47.0829,-0.0528, 1000000.0000
36408,336,338.7514,67.9084,0.0334,---,-3.9666,-23.6143,-0.0533, 3.5337
36408,296,338.7514,67.9084,0.0334,---,-3.8200,-34.4910,-0.0240, 143.5721
36408,272,338.7514,67.9084,0.0334,---,-8.4343,-13.5140,-0.0686, 1000000.0000
36408,333,338.7514,67.9084,0.0334,---,0.0802,-46.8500,-0.0528, 1000000.0000
36458,336,338.7472,67.6756,0.0334,---,-3.9614,-23.1983,-0.0532, 3.4643
36458,296,338.7472,67.6756,0.0334,---,-3.8127,-34.1052,-0.0240, 156.9462
36458,333,338.7472,67.6756,0.0334,---,0.0844,-46.6171,-0.0528, 3.8164
36458,272,338.7472,67.6756,0.0334,---,-8.6431,-13.1865,-0.0686, 1000000.0000
