TIME,SIMTIME,CAMERA,GROUNDID,LABEL,X,Y,Z,ERROR
36508,336,338.7400,67.4430,0.0334,---,-3.9532,-22.7848,-0.0530, 3.4640
36508,272,338.7400,67.4430,0.0334,---,-8.8511,-12.8634,-0.0686, 0.6552
36508,296,338.7400,67.4430,0.0334,---,-3.8025,-33.7182,-0.0240, 135.1546
36508,333,338.7400,67.4430,0.0334,---,0.0916,-46.3845,-0.0528, 3.9969
36558,336,338.7305,67.2105,0.0334,---,-3.9426,-22.3736,-0.0529, 3.5763
36558,296,338.7305,67.2105,0.0334,---,-3.7901,-33.3300,-0.0239, 156.9769
36558,272,338.7305,67.2105,0.0334,---,-9.0598,-12.5494,-0.0686, 0.5842
36558,333,338.7305,67.2105,0.0334,---,0.1011,-46.1520,-0.0528, 3.6969
36608,336,338.7184,66.9782,0.0334,---,-3.9296,-21.9638,-0.0528, 3.3553
36608,272,338.7184,66.9782,0.0334,---,-9.2680,-12.2412,-0.0686, 0.5642
36608,296,338.7184,66.9782,0.0334,---,-3.7750,-32.9396,-0.0239, 154.6202
36608,333,338.7184,66.9782,0.0334,---,0.1132,-45.9198,-0.0528, 1000000.0000
36658,336,338.7019,66.7466,0.0334,---,-3.9120,-21.5561,-0.0527, 3.6085
36658,272,338.7019,66.7466,0.0334,---,-9.4725,-11.9349,-0.0686, 0.4924
36658,296,338.7019,66.7466,0.0334,---,-3.7556,-32.5462,-0.0239, 155.5065
36658,333,338.7019,66.7466,0.0334,---,0.1297,-45.6881,-0.0528, 3.6551
36708,336,338.6821,66.5152,0.0334,---,-3.8912,-21.1518,-0.0526, 3.6290
36708,296,338.6821,66.5152,0.0334,---,-3.7328,-32.1487,-0.0239, 135.4036
36708,333,338.6821,66.5152,0.0334,---,0.1495,-45.4568,-0.0528, 4.0285
36708,272,338.6821,66.5152,0.0334,---,-9.6746,-11.6314,-0.0686, 1000000.0000
36758,272,338.6592,66.2842,0.0334,---,-9.8754,-11.3341,-0.0686, 2.3038
36758,336,338.6592,66.2842,0.0334,---,-3.8674,-20.7509,-0.0526, 3.4912
36758,296,338.6592,66.2842,0.0334,---,-3.7070,-31.7467,-0.0240, 95.7888
36758,333,338.6592,66.2842,0.0334,---,0.1724,-45.2258,-0.0528, 4.0359
36808,336,338.6308,66.0541,0.0334,---,-3.8381,-20.3528,-0.0525, 3.4021
36808,296,338.6308,66.0541,0.0334,---,-3.6757,-31.3404,-0.0241, 155.1832
36808,272,338.6308,66.0541,0.0334,---,-10.0721,-11.0425,-0.0686, 0.9058
36808,333,338.6308,66.0541,0.0334,---,0.2008,-44.9956,-0.0528, 3.6544
36858,336,338.5986,65.8244,0.0334,---,-3.8049,-19.9567,-0.0525, 3.3571
36858,296,338.5986,65.8244,0.0334,---,-3.6404,-30.9291,-0.0241, 150.7259
36858,333,338.5986,65.8244,0.0334,---,0.2330,-44.7659,-0.0528, 3.6842
36858,272,338.5986,65.8244,0.0334,---,-10.2658,-10.7546,-0.0686, 1000000.0000
36908,336,338.5634,65.5977,0.0335,---,-3.7690,-19.5660,-0.0526, 3.3748
36908,272,338.5634,65.5977,0.0335,---,-10.4572,-10.4723,-0.0686, 1.5408
36908,296,338.5634,65.5977,0.0335,---,-3.6022,-30.5154,-0.0242, 131.4321
36908,333,338.5634,65.5977,0.0335,---,0.2682,-44.5392,-0.0529, 3.6321
36958,336,338.5257,65.3784,0.0336,---,-3.7305,-19.1854,-0.0527, 3.6318
36958,272,338.5257,65.3784,0.0336,---,-10.6469,-10.2009,-0.0687, 1.3940
36958,296,338.5257,65.3784,0.0336,---,-3.5615,-30.1037,-0.0244, 149.1407
36958,333,338.5257,65.3784,0.0336,---,0.3059,-44.3200,-0.0530, 4.0492
37008,336,338.4883,65.1695,0.0337,---,-3.6923,-18.8175,-0.0528, 3.6448
37008,296,338.4883,65.1695,0.0337,---,-3.5211,-29.6971,-0.0246, 151.9849
37008,272,338.4883,65.1695,0.0337,---,-10.8377,-9.9432,-0.0689, 1.9647
37008,333,338.4883,65.1695,0.0337,---,0.3433,-44.1110,-0.0531, 4.0410
37058,336,338.4515,64.9722,0.0339,---,-3.6546,-18.4632,-0.0530, 3.4807
37058,272,338.4515,64.9722,0.0339,---,-11.0296,-9.6999,-0.0691, 1.8835
37058,296,338.4515,64.9722,0.0339,---,-3.4812,-29.2974,-0.0248, 133.7364
37058,333,338.4515,64.9722,0.0339,---,0.3801,-43.9137,-0.0533, 4.0315
37108,272,338.4188,64.7834,0.0340,---,-11.2261,-9.4681,-0.0692, 1.8082
37108,336,338.4188,64.7834,0.0340,---,-3.6212,-18.1197,-0.0531, 3.5388
37108,296,338.4188,64.7834,0.0340,---,-3.4454,-28.9035,-0.0248, 130.8966
37108,333,338.4188,64.7834,0.0340,---,0.4128,-43.7249,-0.0534, 4.0351
37158,272,338.3865,64.6015,0.0341,---,-11.4236,-9.2458,-0.0692, 1.7630
37158,336,338.3865,64.6015,0.0341,---,-3.5882,-17.7852,-0.0531, 3.7408
37158,296,338.3865,64.6015,0.0341,---,-3.4103,-28.5197,-0.0247, 130.3545
37158,333,338.3865,64.6015,0.0341,---,0.4451,-43.5430,-0.0535, 3.7040
37208,336,338.3556,64.4255,0.0341,---,-3.5570,-17.4585,-0.0531, 3.7051
37208,296,338.3556,64.4255,0.0341,---,-3.3768,-28.1521,-0.0244, 133.7208
37208,272,338.3556,64.4255,0.0341,---,-11.6229,-9.0321,-0.0692, 1000000.0000
37208,333,338.3556,64.4255,0.0341,---,0.4760,-43.3670,-0.0535, 1000000.0000
37258,296,338.3223,64.2560,0.0340,---,-3.3412,-27.8040,-0.0240, 137.6001
37258,336,338.3223,64.2560,0.0340,---,-3.5234,-17.1405,-0.0531, 3.4690
37258,333,338.3223,64.2560,0.0340,---,0.5093,-43.1975,-0.0534, 4.0566
37258,272,338.3223,64.2560,0.0340,---,-11.8201,-8.8273,-0.0692, 1000000.0000
37308,336,338.2885,64.0923,0.0340,---,-3.4901,-16.8301,-0.0531, 3.6782
37308,296,338.2885,64.0923,0.0340,---,-3.3054,-27.4689,-0.0237, 134.3661
37308,333,338.2885,64.0923,0.0340,---,0.5431,-43.0338,-0.0534, 3.7523
37358,336,338.2555,63.9335,0.0340,---,-3.4577,-16.5266,-0.0531, 3.7523
37358,296,338.2555,63.9335,0.0340,---,-3.2705,-27.1389,-0.0235, 139.7555
37358,333,338.2555,63.9335,0.0340,---,0.5761,-42.8750,-0.0534, 3.7649
37408,336,338.2206,63.7796,0.0340,---,-3.4246,-16.2296,-0.0530, 3.4026
37408,296,338.2206,63.7796,0.0340,---,-3.2339,-26.8160,-0.0234, 109.0544
37408,333,338.2206,63.7796,0.0340,---,0.6110,-42.7211,-0.0534, 3.7743
37458,336,338.1862,63.6288,0.0339,---,-3.3923,-15.9373,-0.0530, 3.5337
37458,296,338.1862,63.6288,0.0339,---,-3.1979,-26.5036,-0.0233, 117.5803
37458,333,338.1862,63.6288,0.0339,---,0.6454,-42.5703,-0.0533, 3.7893
37508,336,338.1524,63.4801,0.0338,---,-3.3618,-15.6486,-0.0529, 3.5639
37508,296,338.1524,63.4801,0.0338,---,-3.1627,-26.2010,-0.0232, 128.7947
37508,333,338.1524,63.4801,0.0338,---,0.6792,-42.4216,-0.0532, 3.9779
37558,336,338.1159,63.3338,0.0338,---,-3.3293,-15.3636,-0.0529, 3.5454
37558,296,338.1159,63.3338,0.0338,---,-3.1250,-25.9030,-0.0232, 136.4382
37558,333,338.1159,63.3338,0.0338,---,0.7157,-42.2753,-0.0532, 3.8185
37608,336,338.0771,63.1893,0.0337,---,-3.2961,-15.0817,-0.0528, 3.5636
37608,296,338.0771,63.1893,0.0337,---,-3.0852,-25.6067,-0.0232, 133.6129
37608,333,338.0771,63.1893,0.0337,---,0.7545,-42.1308,-0.0531, 3.6495
37658,336,338.0364,63.0460,0.0337,---,-3.2618,-14.8020,-0.0528, 3.4101
37658,296,338.0364,63.0460,0.0337,---,-3.0435,-25.3134,-0.0233, 125.7000
37658,333,338.0364,63.0460,0.0337,---,0.7952,-41.9875,-0.0531, 3.7893
37708,336,337.9967,62.9023,0.0336,---,-3.2292,-14.5229,-0.0528, 3.5486
37708,296,337.9967,62.9023,0.0336,---,-3.0029,-25.0233,-0.0233, 125.8958
37708,333,337.9967,62.9023,0.0336,---,0.8349,-41.8438,-0.0530, 3.8098
37708,301,337.9967,62.9023,0.0336,---,-3.0427,-49.8377,-0.0309, 1000000.0000
37758,336,337.9534,62.7612,0.0336,---,-3.1955,-14.2473,-0.0527, 3.6847
37758,296,337.9534,62.7612,0.0336,---,-2.9589,-24.7378,-0.0234, 126.1980
37758,301,337.9534,62.7612,0.0336,---,-3.0149,-49.4438,-0.0309, 1.5595
37758,333,337.9534,62.7612,0.0336,---,0.8782,-41.7027,-0.0530, 1000000.0000
37808,336,337.9081,62.6241,0.0336,---,-3.1605,-13.9763,-0.0528, 3.3997
37808,296,337.9081,62.6241,0.0336,---,-2.9129,-24.4655,-0.0234, 125.6248
37808,301,337.9081,62.6241,0.0336,---,-2.9843,-49.0512,-0.0309, 1.3948
37808,333,337.9081,62.6241,0.0336,---,0.9235,-41.5656,-0.0530, 1000000.0000
37858,336,337.8621,62.4903,0.0336,---,-3.1274,-13.7095,-0.0528, 3.5658
37858,296,337.8621,62.4903,0.0336,---,-2.8664,-24.2054,-0.0233, 126.0111
37858,301,337.8621,62.4903,0.0336,---,-2.9518,-48.6645,-0.0309, 1000000.0000
37858,333,337.8621,62.4903,0.0336,---,0.9695,-41.4318,-0.0530, 1000000.0000
37908,336,337.8184,62.3586,0.0336,---,-3.0975,-13.4449,-0.0528, 3.4454
37908,296,337.8184,62.3586,0.0336,---,-2.8225,-23.9539,-0.0232, 125.8450
37908,301,337.8184,62.3586,0.0336,---,-2.9208,-48.2772,-0.0309, 1000000.0000
37908,333,337.8184,62.3586,0.0336,---,1.0132,-41.3001,-0.0530, 1000000.0000
37958,336,337.7732,62.2306,0.0337,---,-3.0688,-13.1849,-0.0528, 3.4655
37958,296,337.7732,62.2306,0.0337,---,-2.7774,-23.7098,-0.0232, 126.7204
37958,333,337.7732,62.2306,0.0337,---,1.0584,-41.1722,-0.0531, 3.6356
37958,301,337.7732,62.2306,0.0337,---,-2.8873,-47.8963,-0.0310, 1.5585
38008,336,337.7263,62.1065,0.0337,---,-3.0413,-12.9290,-0.0528, 3.5417
38008,296,337.7263,62.1065,0.0337,---,-2.7303,-23.4696,-0.0232, 125.5533
38008,333,337.7263,62.1065,0.0337,---,1.1053,-41.0480,-0.0531, 3.8020
38058,336,337.6781,61.9853,0.0337,---,-3.0131,-12.6757,-0.0529, 3.5310
38058,296,337.6781,61.9853,0.0337,---,-2.6821,-23.2304,-0.0234, 106.8169
38058,333,337.6781,61.9853,0.0337,---,1.1535,-40.9268,-0.0531, 1000000.0000
38108,336,337.6317,61.8647,0.0336,---,-2.9895,-12.4233,-0.0529, 3.5814
38108,296,337.6317,61.8647,0.0336,---,-2.6355,-22.9897,-0.0235, 111.3915
38108,333,337.6317,61.8647,0.0336,---,1.1999,-40.8062,-0.0530, 3.7449
38158,336,337.5836,61.7465,0.0336,---,-2.9677,-12.1735,-0.0528, 3.3674
38158,296,337.5836,61.7465,0.0336,---,-2.5876,-22.7502,-0.0237, 113.5757
38158,333,337.5836,61.7465,0.0336,---,1.2480,-40.6881,-0.0530, 1000000.0000
38208,336,337.5360,61.6291,0.0336,---,-2.9511,-11.9255,-0.0528, 3.4551
38208,296,337.5360,61.6291,0.0336,---,-2.5400,-22.5114,-0.0238, 102.6408
38208,333,337.5360,61.6291,0.0336,---,1.2956,-40.5706,-0.0530, 3.7786
38258,336,337.4861,61.5140,0.0336,---,-2.9320,-11.6782,-0.0528, 3.5621
38258,296,337.4861,61.5140,0.0336,---,-2.4903,-22.2758,-0.0238, 107.7109
38258,333,337.4861,61.5140,0.0336,---,1.3455,-40.4555,-0.0530, 3.8413
38308,336,337.4343,61.4010,0.0336,---,-2.9134,-11.4324,-0.0529, 3.5126
38308,296,337.4343,61.4010,0.0336,---,-2.4386,-22.0433,-0.0238, 109.0627
38308,333,337.4343,61.4010,0.0336,---,1.3973,-40.3425,-0.0530, 3.6295
38358,336,337.3810,61.2895,0.0336,---,-2.8974,-11.1878,-0.0529, 3.5320
38358,296,337.3810,61.2895,0.0336,---,-2.3857,-21.8130,-0.0238, 95.5539
38358,333,337.3810,61.2895,0.0336,---,1.4506,-40.2310,-0.0530, 3.7405
38408,336,337.3267,61.1792,0.0335,---,-2.8860,-10.9455,-0.0528, 3.4462
38408,296,337.3267,61.1792,0.0335,---,-2.3317,-21.5841,-0.0238, 96.6949
38408,333,337.3267,61.1792,0.0335,---,1.5049,-40.1208,-0.0529, 3.7543
38458,336,337.2712,61.0702,0.0335,---,-2.8734,-10.7020,-0.0529, 3.4474
38458,296,337.2712,61.0702,0.0335,---,-2.2766,-21.3561,-0.0238, 104.2461
38458,333,337.2712,61.0702,0.0335,---,1.5604,-40.0117,-0.0529, 3.8343
38508,336,337.2144,60.9624,0.0335,---,-2.8619,-10.4585,-0.0529, 3.5895
38508,333,337.2144,60.9624,0.0335,---,1.6172,-39.9039,-0.0529, 3.6300
38508,296,337.2144,60.9624,0.0335,---,-2.2200,-21.1292,-0.0237, 1000000.0000
38558,336,337.1563,60.8557,0.0335,---,-2.8554,-10.2173,-0.0528, 3.5590
38558,333,337.1563,60.8557,0.0335,---,1.6753,-39.7973,-0.0529, 3.7424
38558,296,337.1563,60.8557,0.0335,---,-2.1623,-20.9031,-0.0237, 1000000.0000
38608,336,337.0969,60.7503,0.0335,---,-2.8516,-9.9771,-0.0528, 3.5627
38608,333,337.0969,60.7503,0.0335,---,1.7347,-39.6918,-0.0529, 3.6993
38608,296,337.0969,60.7503,0.0335,---,-2.1033,-20.6782,-0.0237, 1000000.0000
38658,336,337.0363,60.6458,0.0335,---,-2.8517,-9.7384,-0.0527, 3.4753
38658,296,337.0363,60.6458,0.0335,---,-2.0432,-20.4543,-0.0237, 102.0649
38658,333,337.0363,60.6458,0.0335,---,1.7953,-39.5874,-0.0529, 3.5716
38708,336,336.9744,60.5424,0.0335,---,-2.8528,-9.4985,-0.0528, 3.3771
38708,296,336.9744,60.5424,0.0335,---,-1.9819,-20.2316,-0.0237, 105.9571
38708,333,336.9744,60.5424,0.0335,---,1.8572,-39.4839,-0.0529, 3.7856
38758,336,336.9113,60.4400,0.0335,---,-2.8579,-9.2598,-0.0528, 3.4596
38758,296,336.9113,60.4400,0.0335,---,-1.9193,-20.0099,-0.0237, 102.3114
38758,333,336.9113,60.4400,0.0335,---,1.9203,-39.3815,-0.0529, 3.6017
38808,336,336.8470,60.3385,0.0335,---,-2.8680,-9.0230,-0.0527, 3.5197
38808,296,336.8470,60.3385,0.0335,---,-1.8554,-19.7894,-0.0236, 101.8148
38808,333,336.8470,60.3385,0.0335,---,1.9846,-39.2801,-0.0529, 3.9290
38858,336,336.7813,60.2381,0.0335,---,-2.8792,-8.7845,-0.0528, 3.4682
38858,296,336.7813,60.2381,0.0335,---,-1.7903,-19.5697,-0.0236, 98.8027
38858,333,336.7813,60.2381,0.0335,---,2.0503,-39.1796,-0.0529, 3.6312
38908,336,336.7145,60.1386,0.0335,---,-2.8944,-8.5467,-0.0528, 3.4390
38908,296,336.7145,60.1386,0.0335,---,-1.7242,-19.3510,-0.0236, 94.1868
38908,333,336.7145,60.1386,0.0335,---,2.1171,-39.0801,-0.0529, 3.5574
38958,336,336.6465,60.0400,0.0335,---,-2.9149,-8.3110,-0.0528, 3.3565
38958,296,336.6465,60.0400,0.0335,---,-1.6569,-19.1332,-0.0236, 97.2646
38958,333,336.6465,60.0400,0.0335,---,2.1851,-38.9816,-0.0529, 3.6091
39008,336,336.5773,59.9425,0.0335,---,-2.9372,-8.0737,-0.0529, 3.2761
39008,296,336.5773,59.9425,0.0335,---,-1.5883,-18.9164,-0.0236, 96.0878
39008,333,336.5773,59.9425,0.0335,---,2.2543,-38.8840,-0.0529, 3.7238
39058,336,336.5070,59.8458,0.0335,---,-2.9641,-7.8375,-0.0529, 3.2070
39058,296,336.5070,59.8458,0.0335,---,-1.5186,-18.7004,-0.0236, 95.5635
39058,333,336.5070,59.8458,0.0335,---,2.3246,-38.7873,-0.0529, 3.7412
39108,336,336.4354,59.7501,0.0335,---,-2.9962,-7.6040,-0.0528, 2.7597
39108,296,336.4354,59.7501,0.0335,---,-1.4478,-18.4855,-0.0236, 4.5885
39108,333,336.4354,59.7501,0.0335,---,2.3962,-38.6916,-0.0528, 3.7589
39158,336,336.3627,59.6553,0.0335,---,-3.0352,-7.3758,-0.0527, 2.6794
39158,296,336.3627,59.6553,0.0335,---,-1.3760,-18.2715,-0.0236, 4.5505
39158,333,336.3627,59.6553,0.0335,---,2.4689,-38.5968,-0.0528, 3.7208
39208,336,336.2889,59.5615,0.0334,---,-3.0783,-7.1483,-0.0527, 2.6263
39208,296,336.2889,59.5615,0.0334,---,-1.3029,-18.0584,-0.0236, 4.1999
39208,333,336.2889,59.5615,0.0334,---,2.5427,-38.5030,-0.0528, 3.5820
39258,336,336.2139,59.4686,0.0334,---,-3.1221,-6.9162,-0.0529, 2.1660
39258,296,336.2139,59.4686,0.0334,---,-1.2288,-17.8463,-0.0236, 4.5940
39258,333,336.2139,59.4686,0.0334,---,2.6177,-38.4101,-0.0528, 3.7200
39308,336,336.1378,59.3766,0.0334,---,-3.1718,-6.6868,-0.0529, 2.1019
39308,296,336.1378,59.3766,0.0334,---,-1.1534,-17.6351,-0.0236, 4.6546
39308,333,336.1378,59.3766,0.0334,---,2.6938,-38.3181,-0.0528, 3.6501
39358,336,336.0606,59.2856,0.0334,---,-3.2288,-6.4635,-0.0528, 1.6193
39358,296,336.0606,59.2856,0.0334,---,-1.0771,-17.4249,-0.0236, 4.6756
39358,333,336.0606,59.2856,0.0334,---,2.7710,-38.2271,-0.0528, 3.5735
39408,336,335.9824,59.1956,0.0334,---,-3.2930,-6.2472,-0.0526, 2.3923
39408,296,335.9824,59.1956,0.0334,---,-0.9996,-17.2156,-0.0236, 4.4406
39408,333,335.9824,59.1956,0.0334,---,2.8492,-38.1371,-0.0528, 1000000.0000
39458,296,335.9030,59.1065,0.0334,---,-0.9212,-17.0072,-0.0236, 4.7657
39458,336,335.9030,59.1065,0.0334,---,-3.3613,-6.0311,-0.0527, 2.5177
39458,333,335.9030,59.1065,0.0334,---,2.9286,-38.0480,-0.0528, 1000000.0000
39508,296,335.8226,59.0183,0.0334,---,-0.8416,-16.7999,-0.0236, 4.5678
39508,336,335.8226,59.0183,0.0334,---,-3.4353,-5.8175,-0.0527, 2.2405
39508,333,335.8226,59.0183,0.0334,---,3.0090,-37.9599,-0.0528, 3.7373
39508,339,335.8226,59.0183,0.0334,---,0.0000,0.0000,0.0000, 1000000.0000
39558,336,335.7411,58.9312,0.0334,---,-3.5160,-5.6095,-0.0526, 1.1657
39558,296,335.7411,58.9312,0.0334,---,-0.7611,-16.5935,-0.0236, 4.3642
39558,333,335.7411,58.9312,0.0334,---,3.0905,-37.8727,-0.0528, 1000000.0000
39608,336,335.6587,58.8450,0.0334,---,-3.6019,-5.4029,-0.0527, 1.2289
39608,296,335.6587,58.8450,0.0334,---,-0.6794,-16.3881,-0.0236, 4.2928
39608,333,335.6587,58.8450,0.0334,---,3.1729,-37.7865,-0.0528, 3.4829
39608,339,335.6587,58.8450,0.0334,---,0.0000,0.0000,0.0000, 1000000.0000
39658,296,335.5752,58.7598,0.0334,---,-0.5970,-16.1836,-0.0236, 4.6721
39658,336,335.5752,58.7598,0.0334,---,-3.6937,-5.2013,-0.0527, 1.1040
39658,333,335.5752,58.7598,0.0334,---,3.2564,-37.7013,-0.0528, 3.6150
39658,339,335.5752,58.7598,0.0334,---,0.0000,0.0000,0.0000, 1000000.0000
39708,296,335.4908,58.6756,0.0334,---,-0.5134,-15.9802,-0.0236, 4.2498
39708,336,335.4908,58.6756,0.0334,---,-3.7915,-5.0073,-0.0526, 1.1347
39708,333,335.4908,58.6756,0.0334,---,3.3408,-37.6171,-0.0528, 1000000.0000
39708,339,335.4908,58.6756,0.0334,---,0.0000,0.0000,0.0000, 1000000.0000
39758,296,335.4053,58.5924,0.0334,---,-0.4289,-15.7777,-0.0236, 4.6810
39758,336,335.4053,58.5924,0.0334,---,-3.8943,-4.8205,-0.0525, 1.1510
39758,333,335.4053,58.5924,0.0334,---,3.4263,-37.5339,-0.0528, 1000000.0000
39758,339,335.4053,58.5924,0.0334,---,0.0000,0.0000,0.0000, 1000000.0000
39808,336,335.3188,58.5101,0.0334,---,-4.0011,-4.6412,-0.0524, 1.3529
39808,296,335.3188,58.5101,0.0334,---,-0.3433,-15.5762,-0.0236, 4.1735
39808,272,335.3188,58.5101,0.0334,---,-20.7055,-2.7845,-0.0686, 1000000.0000
39808,339,335.3188,58.5101,0.0334,---,0.0000,0.0000,0.0000, 1000000.0000
39858,336,335.2314,58.4289,0.0334,---,-4.1099,-4.4614,-0.0526, 1.3411
39858,272,335.2314,58.4289,0.0334,---,-20.8517,-2.7088,-0.0686, 1000000.0000
39858,296,335.2314,58.4289,0.0334,---,-0.2569,-15.3758,-0.0236, 1000000.0000
39858,339,335.2314,58.4289,0.0334,---,0.0000,0.0000,0.0000, 1000000.0000
39908,336,335.1431,58.3487,0.0334,---,-4.2209,-4.2850,-0.0526, 1.2673
39908,296,335.1431,58.3487,0.0334,---,-0.1695,-15.1763,-0.0236, 4.1171
39908,272,335.1431,58.3487,0.0334,---,-20.9971,-2.6341,-0.0686, 1000000.0000
39908,339,335.1431,58.3487,0.0334,---,0.0000,0.0000,0.0000, 1000000.0000
39958,336,335.0538,58.2695,0.0334,---,-4.3343,-4.1169,-0.0525, 1.2026
39958,296,335.0538,58.2695,0.0334,---,-0.0813,-14.9779,-0.0236, 4.0140
39958,272,335.0538,58.2695,0.0334,---,-21.1415,-2.5606,-0.0686, 1000000.0000
39958,339,335.0538,58.2695,0.0334,---,0.0000,0.0000,0.0000, 1000000.0000
40008,336,334.9637,58.1914,0.0334,---,-4.4492,-3.9525,-0.0525, 1.4625
40008,296,334.9637,58.1914,0.0334,---,0.0079,-14.7805,-0.0236, 4.0378
40008,272,334.9637,58.1914,0.0334,---,-21.2851,-2.4881,-0.0686, 1000000.0000
40008,339,334.9637,58.1914,0.0334,---,0.0000,0.0000,0.0000, 1000000.0000
40058,336,334.8727,58.1143,0.0334,---,-4.5648,-3.7898,-0.0526, 1.3829
40058,296,334.8727,58.1143,0.0334,---,0.0980,-14.5842,-0.0236, 4.2801
40058,272,334.8727,58.1143,0.0334,---,-21.4278,-2.4168,-0.0686, 1000000.0000
40058,339,334.8727,58.1143,0.0334,---,0.0000,0.0000,0.0000, 1000000.0000
40108,336,334.7816,58.0389,0.0335,---,-4.6825,-3.6350,-0.0525, 1.3237
40108,272,334.7816,58.0389,0.0335,---,-21.5704,-2.3473,-0.0686, 1000000.0000
40108,296,334.7816,58.0389,0.0335,---,0.1881,-14.3896,-0.0236, 1000000.0000
40108,339,334.7816,58.0389,0.0335,---,0.0000,0.0000,0.0000, 1000000.0000
40158,336,334.6934,57.9675,0.0335,---,-4.8050,-3.4883,-0.0526, 1.3129
40158,272,334.6934,57.9675,0.0335,---,-21.7159,-2.2818,-0.0687, 1000000.0000
40158,296,334.6934,57.9675,0.0335,---,0.2753,-14.1989,-0.0237, 1000000.0000
40158,301,334.6934,57.9675,0.0335,---,0.1283,-32.4419,-0.0308, 1000000.0000
40158,339,334.6934,57.9675,0.0335,---,0.0000,0.0000,0.0000, 1000000.0000
40208,336,334.6157,57.9058,0.0338,---,-4.9394,-3.3533,-0.0529, 1.6360
40208,272,334.6157,57.9058,0.0338,---,-21.8720,-2.2261,-0.0689, 1000000.0000
40208,301,334.6157,57.9058,0.0338,---,0.2094,-32.1246,-0.0311, 1000000.0000
40208,339,334.6157,57.9058,0.0338,---,0.0000,0.0000,0.0000, 1000000.0000
40258,336,334.5599,57.8628,0.0342,---,-5.0972,-3.2421,-0.0533, 1.5517
40258,272,334.5599,57.8628,0.0342,---,-22.0500,-2.1891,-0.0694, 1000000.0000
40258,339,334.5599,57.8628,0.0342,---,0.0000,0.0000,0.0000, 1000000.0000
40308,336,334.5268,57.8379,0.0346,---,-5.2791,-3.1519,-0.0537, 1.9666
40308,272,334.5268,57.8379,0.0346,---,-22.2507,-2.1703,-0.0698, 1000000.0000
40308,339,334.5268,57.8379,0.0346,---,0.0000,0.0000,0.0000, 1000000.0000
40358,336,334.5147,57.8288,0.0349,---,-5.4832,-3.0794,-0.0541, 1.8974
40358,272,334.5147,57.8288,0.0349,---,-22.4724,-2.1674,-0.0701, 1000000.0000
40358,339,334.5147,57.8288,0.0349,---,0.0000,0.0000,0.0000, 1000000.0000
40408,336,334.5148,57.8287,0.0350,---,-5.7006,-3.0203,-0.0541, 2.4899
40408,272,334.5148,57.8287,0.0350,---,-22.7062,-2.1735,-0.0702, 1000000.0000
40408,339,334.5148,57.8287,0.0350,---,0.0000,0.0000,0.0000, 1000000.0000
40458,336,334.5146,57.8287,0.0348,---,-5.9188,-2.9642,-0.0539, 2.3880
40458,272,334.5146,57.8287,0.0348,---,-22.9399,-2.1796,-0.0700, 1000000.0000
40458,339,334.5146,57.8287,0.0348,---,0.0000,0.0000,0.0000, 1000000.0000
40508,336,334.5145,57.8286,0.0345,---,-6.1380,-2.9116,-0.0536, 3.2176
40508,272,334.5145,57.8286,0.0345,---,-23.1736,-2.1858,-0.0697, 1000000.0000
40508,339,334.5145,57.8286,0.0345,---,0.0000,0.0000,0.0000, 1000000.0000
40558,336,334.5144,57.8285,0.0343,---,-6.3579,-2.8609,-0.0534, 3.1111
40558,272,334.5144,57.8285,0.0343,---,-23.4073,-2.1920,-0.0694, 1000000.0000
40558,339,334.5144,57.8285,0.0343,---,0.0000,0.0000,0.0000, 1000000.0000
40608,336,334.5142,57.8284,0.0340,---,-6.5786,-2.8132,-0.0532, 3.7479
40608,272,334.5142,57.8284,0.0340,---,-23.6410,-2.1983,-0.0692, 1000000.0000
40608,339,334.5142,57.8284,0.0340,---,0.0000,0.0000,0.0000, 1000000.0000
40658,336,334.5139,57.8282,0.0339,---,-6.7998,-2.7676,-0.0531, 3.6533
40658,272,334.5139,57.8282,0.0339,---,-23.8746,-2.2045,-0.0690, 1000000.0000
40658,339,334.5139,57.8282,0.0339,---,0.0000,0.0000,0.0000, 1000000.0000
40708,336,334.5114,57.8262,0.0337,---,-7.0193,-2.7230,-0.0529, 4.4253
40708,272,334.5114,57.8262,0.0337,---,-24.1059,-2.2089,-0.0689, 1000000.0000
40708,339,334.5114,57.8262,0.0337,---,0.0000,0.0000,0.0000, 1000000.0000
40758,336,334.5091,57.8244,0.0336,---,-7.2397,-2.6805,-0.0528, 4.3834
40758,272,334.5091,57.8244,0.0336,---,-24.3375,-2.2136,-0.0688, 1000000.0000
40758,339,334.5091,57.8244,0.0336,---,0.0000,0.0000,0.0000, 1000000.0000
40808,336,334.5065,57.8226,0.0336,---,-7.4602,-2.6398,-0.0528, 4.2953
40808,272,334.5065,57.8226,0.0336,---,-24.5688,-2.2183,-0.0687, 1000000.0000
40808,339,334.5065,57.8226,0.0336,---,0.0000,0.0000,0.0000, 1000000.0000
40858,336,334.5016,57.8188,0.0335,---,-7.6788,-2.5997,-0.0527, 4.2140
40858,272,334.5016,57.8188,0.0335,---,-24.7978,-2.2211,-0.0686, 1000000.0000
40858,339,334.5016,57.8188,0.0335,---,0.0000,0.0000,0.0000, 1000000.0000
40908,336,334.4913,57.8112,0.0333,---,-7.8925,-2.5577,-0.0526, 4.1778
40908,272,334.4913,57.8112,0.0333,---,-25.0214,-2.2201,-0.0685, 1000000.0000
